"Accuracy","Regret","Method","Scenario","Data","Parameter"
0.501511111111111,24.1748598636559,"DWOLS","non-linear","train","70"
0.510311111111111,23.67289436673,"DWOLS","non-linear","train","80"
0.503288888888889,22.3872359244201,"DWOLS","non-linear","train","80"
0.505777777777778,23.7582748792247,"DWOLS","non-linear","train","80"
0.509511111111111,22.8520336684743,"DWOLS","non-linear","train","80"
0.507733333333333,22.6101813071219,"DWOLS","non-linear","train","80"
0.509777777777778,22.6728476699352,"DWOLS","non-linear","train","80"
0.501955555555556,23.0478916389699,"DWOLS","non-linear","train","80"
0.505422222222222,22.672573090286,"DWOLS","non-linear","train","80"
0.510222222222222,23.5503739368882,"DWOLS","non-linear","train","80"
0.513066666666667,22.3096495162205,"DWOLS","non-linear","train","80"
0.516622222222222,21.0765610421559,"DWOLS","non-linear","train","90"
0.509866666666667,22.7194248945918,"DWOLS","non-linear","train","90"
0.511022222222222,22.389999824748,"DWOLS","non-linear","train","90"
0.5096,22.2891830997812,"DWOLS","non-linear","train","90"
0.509511111111111,22.0905707500406,"DWOLS","non-linear","train","90"
0.512,22.8010668446047,"DWOLS","non-linear","train","90"
0.512266666666667,21.9474029863804,"DWOLS","non-linear","train","90"
0.505244444444444,22.5805527516392,"DWOLS","non-linear","train","90"
0.518844444444444,22.1898236710844,"DWOLS","non-linear","train","90"
0.506577777777778,22.3074843082809,"DWOLS","non-linear","train","90"
0.502844444444444,23.7717165257674,"DWOLS","non-linear","train","100"
0.513955555555556,25.0498526606545,"DWOLS","non-linear","train","100"
0.512444444444444,21.8041111297977,"DWOLS","non-linear","train","100"
0.511733333333333,23.0598131254222,"DWOLS","non-linear","train","100"
0.511911111111111,22.1310412679189,"DWOLS","non-linear","train","100"
0.505777777777778,22.7309667304353,"DWOLS","non-linear","train","100"
0.502577777777778,22.3677819605565,"DWOLS","non-linear","train","100"
0.513955555555556,23.4213506448132,"DWOLS","non-linear","train","100"
0.512266666666667,21.8623810585305,"DWOLS","non-linear","train","100"
0.514755555555556,22.6885827657567,"DWOLS","non-linear","train","100"
0.501777777777778,25.5362941944003,"G-Estimation","non-linear","train","10"
0.5,23.3660791585074,"G-Estimation","non-linear","train","10"
0.497688888888889,25.0902704283203,"G-Estimation","non-linear","train","10"
0.4952,25.9587649194624,"G-Estimation","non-linear","train","10"
0.491111111111111,25.3031101510798,"G-Estimation","non-linear","train","10"
0.508355555555556,23.4522502769117,"G-Estimation","non-linear","train","10"
0.497422222222222,25.4629630441481,"G-Estimation","non-linear","train","10"
0.501244444444444,23.4457805868441,"G-Estimation","non-linear","train","10"
0.495555555555556,24.1266405812727,"G-Estimation","non-linear","train","10"
0.500888888888889,23.180446070904,"G-Estimation","non-linear","train","10"
0.509422222222222,23.2867494776768,"G-Estimation","non-linear","train","20"
0.483822222222222,23.9215372376999,"G-Estimation","non-linear","train","20"
0.492622222222222,23.6057700455627,"G-Estimation","non-linear","train","20"
0.495022222222222,24.9543084149344,"G-Estimation","non-linear","train","20"
0.485333333333333,24.1827873917918,"G-Estimation","non-linear","train","20"
0.497155555555556,23.7595610178205,"G-Estimation","non-linear","train","20"
0.497688888888889,22.7163284746885,"G-Estimation","non-linear","train","20"
0.495022222222222,23.2799300467222,"G-Estimation","non-linear","train","20"
0.490044444444444,23.5742993079523,"G-Estimation","non-linear","train","20"
0.500533333333333,22.7734480504589,"G-Estimation","non-linear","train","20"
0.487377777777778,23.4805501168422,"G-Estimation","non-linear","train","30"
0.493866666666667,23.9056086680005,"G-Estimation","non-linear","train","30"
0.504266666666667,25.0523995516346,"G-Estimation","non-linear","train","30"
0.490488888888889,22.9472742589235,"G-Estimation","non-linear","train","30"
0.488977777777778,23.2711574973388,"G-Estimation","non-linear","train","30"
0.491822222222222,23.0266172127859,"G-Estimation","non-linear","train","30"
0.501777777777778,22.3745437496097,"G-Estimation","non-linear","train","30"
0.496177777777778,22.6952627412803,"G-Estimation","non-linear","train","30"
0.503466666666667,22.7929731593416,"G-Estimation","non-linear","train","30"
0.489777777777778,23.2434644890932,"G-Estimation","non-linear","train","30"
0.493511111111111,23.4525754446417,"G-Estimation","non-linear","train","40"
0.4992,22.6046889354533,"G-Estimation","non-linear","train","40"
0.510755555555556,22.1443265139987,"G-Estimation","non-linear","train","40"
0.492622222222222,23.5687040338325,"G-Estimation","non-linear","train","40"
0.493688888888889,23.1598594085942,"G-Estimation","non-linear","train","40"
0.500533333333333,22.4041939637542,"G-Estimation","non-linear","train","40"
0.499022222222222,22.7123879731121,"G-Estimation","non-linear","train","40"
0.5072,29.1679454880001,"G-Estimation","non-linear","train","40"
0.501244444444444,22.7577169240293,"G-Estimation","non-linear","train","40"
0.496622222222222,22.5932876356926,"G-Estimation","non-linear","train","40"
0.497066666666667,23.3259530971126,"G-Estimation","non-linear","train","50"
0.492977777777778,63.9042457245623,"G-Estimation","non-linear","train","50"
0.501511111111111,22.9035923051784,"G-Estimation","non-linear","train","50"
0.506133333333333,22.7988530274013,"G-Estimation","non-linear","train","50"
0.494933333333333,23.8485953293044,"G-Estimation","non-linear","train","50"
0.496888888888889,23.7319931293717,"G-Estimation","non-linear","train","50"
0.493511111111111,22.2867162272019,"G-Estimation","non-linear","train","50"
0.496622222222222,25.5178600053662,"G-Estimation","non-linear","train","50"
0.496888888888889,23.2073820525604,"G-Estimation","non-linear","train","50"
0.485955555555556,23.2317223989523,"G-Estimation","non-linear","train","50"
0.499111111111111,26.3906949487941,"G-Estimation","non-linear","train","60"
0.491288888888889,22.8613933835268,"G-Estimation","non-linear","train","60"
0.499111111111111,23.4031385999812,"G-Estimation","non-linear","train","60"
0.504711111111111,23.8845593300819,"G-Estimation","non-linear","train","60"
0.496622222222222,22.3797687955209,"G-Estimation","non-linear","train","60"
0.494844444444444,23.7281227144589,"G-Estimation","non-linear","train","60"
0.490222222222222,23.0872592559302,"G-Estimation","non-linear","train","60"
0.496533333333333,23.0179867764059,"G-Estimation","non-linear","train","60"
0.497422222222222,22.5173783640531,"G-Estimation","non-linear","train","60"
0.489955555555556,22.9544667500551,"G-Estimation","non-linear","train","60"
0.497244444444444,23.5081698401271,"G-Estimation","non-linear","train","70"
0.494844444444444,22.7254236466849,"G-Estimation","non-linear","train","70"
0.4912,23.5016113315777,"G-Estimation","non-linear","train","70"
0.500444444444444,23.6879550831356,"G-Estimation","non-linear","train","70"
0.499288888888889,23.0272732192953,"G-Estimation","non-linear","train","70"
0.491022222222222,22.7592536096524,"G-Estimation","non-linear","train","70"
0.497422222222222,23.4034433828811,"G-Estimation","non-linear","train","70"
0.493866666666667,24.3958222357782,"G-Estimation","non-linear","train","70"
0.494222222222222,24.2556622711749,"G-Estimation","non-linear","train","70"
0.486133333333333,24.3584456199574,"G-Estimation","non-linear","train","70"
0.508088888888889,23.2109927429098,"G-Estimation","non-linear","train","80"
0.5016,23.0984352719252,"G-Estimation","non-linear","train","80"
0.491822222222222,23.1617997954021,"G-Estimation","non-linear","train","80"
0.497066666666667,22.639049971499,"G-Estimation","non-linear","train","80"
0.500444444444444,22.4916926388057,"G-Estimation","non-linear","train","80"
0.495555555555556,22.6968279194629,"G-Estimation","non-linear","train","80"
0.4968,23.6624574466307,"G-Estimation","non-linear","train","80"
0.502222222222222,22.9102169308032,"G-Estimation","non-linear","train","80"
0.488711111111111,23.5712460927803,"G-Estimation","non-linear","train","80"
0.498844444444444,22.7598114615479,"G-Estimation","non-linear","train","80"
0.501155555555556,24.8428456476781,"G-Estimation","non-linear","train","90"
0.490933333333333,23.0746128691664,"G-Estimation","non-linear","train","90"
0.494044444444444,23.0906533166356,"G-Estimation","non-linear","train","90"
0.501866666666667,22.2537366544657,"G-Estimation","non-linear","train","90"
0.4928,25.0355334891396,"G-Estimation","non-linear","train","90"
0.5,22.2667531047743,"G-Estimation","non-linear","train","90"
0.4944,22.5956836058562,"G-Estimation","non-linear","train","90"
0.501244444444444,23.1545550333984,"G-Estimation","non-linear","train","90"
0.491022222222222,23.4344177254924,"G-Estimation","non-linear","train","90"
0.499111111111111,23.1180815250075,"G-Estimation","non-linear","train","90"
0.486311111111111,22.9365706297121,"G-Estimation","non-linear","train","100"
0.501777777777778,22.1571725863939,"G-Estimation","non-linear","train","100"
0.491377777777778,26.2360020800872,"G-Estimation","non-linear","train","100"
0.502222222222222,22.3750207607355,"G-Estimation","non-linear","train","100"
0.504,22.3025820876744,"G-Estimation","non-linear","train","100"
0.4856,24.7955793908165,"G-Estimation","non-linear","train","100"
0.491377777777778,22.3221515253698,"G-Estimation","non-linear","train","100"
0.493244444444444,23.0876333441887,"G-Estimation","non-linear","train","100"
0.497422222222222,22.6424069324873,"G-Estimation","non-linear","train","100"
0.494488888888889,25.0133934984015,"G-Estimation","non-linear","train","100"
0.510044444444444,21.5476250885217,"k-NN Regression","non-linear","train","10"
0.5152,21.3774039654961,"k-NN Regression","non-linear","train","10"
0.513333333333333,21.9688809016124,"k-NN Regression","non-linear","train","10"
0.504533333333333,21.994304437327,"k-NN Regression","non-linear","train","10"
0.502666666666667,21.9114338376602,"k-NN Regression","non-linear","train","10"
0.5144,21.0969635841516,"k-NN Regression","non-linear","train","10"
0.520888888888889,20.9136982696947,"k-NN Regression","non-linear","train","10"
0.517155555555556,21.3807709629545,"k-NN Regression","non-linear","train","10"
0.514577777777778,20.8959483665124,"k-NN Regression","non-linear","train","10"
0.518488888888889,20.9394851301877,"k-NN Regression","non-linear","train","10"
0.501244444444444,22.2454803270991,"k-NN Regression","non-linear","train","20"
0.509955555555556,21.7502539146187,"k-NN Regression","non-linear","train","20"
0.510133333333333,21.3628689984847,"k-NN Regression","non-linear","train","20"
0.505066666666667,22.4947246248386,"k-NN Regression","non-linear","train","20"
0.5072,23.3532391688763,"k-NN Regression","non-linear","train","20"
0.506933333333333,21.4104244424491,"k-NN Regression","non-linear","train","20"
0.505688888888889,22.6314356228431,"k-NN Regression","non-linear","train","20"
0.511466666666667,21.4982130398277,"k-NN Regression","non-linear","train","20"
0.506311111111111,21.6585098385269,"k-NN Regression","non-linear","train","20"
0.516533333333333,21.4485171756889,"k-NN Regression","non-linear","train","20"
0.488444444444444,23.1289514900799,"k-NN Regression","non-linear","train","30"
0.511466666666667,22.0486045787819,"k-NN Regression","non-linear","train","30"
0.516266666666667,21.5541006947786,"k-NN Regression","non-linear","train","30"
0.510311111111111,21.0680847079227,"k-NN Regression","non-linear","train","30"
0.508622222222222,22.0590374403653,"k-NN Regression","non-linear","train","30"
0.508088888888889,21.9615421575915,"k-NN Regression","non-linear","train","30"
0.507733333333333,22.277040118942,"k-NN Regression","non-linear","train","30"
0.506933333333333,21.4175201001309,"k-NN Regression","non-linear","train","30"
0.499911111111111,22.1615300347653,"k-NN Regression","non-linear","train","30"
0.518755555555556,21.6979666798567,"k-NN Regression","non-linear","train","30"
0.505955555555556,21.7989904262953,"k-NN Regression","non-linear","train","40"
0.505511111111111,22.334652423353,"k-NN Regression","non-linear","train","40"
0.517511111111111,21.1058557127737,"k-NN Regression","non-linear","train","40"
0.510577777777778,21.5450761259972,"k-NN Regression","non-linear","train","40"
0.5072,22.4051846522153,"k-NN Regression","non-linear","train","40"
0.512888888888889,21.9356921988771,"k-NN Regression","non-linear","train","40"
0.516444444444444,21.499250600571,"k-NN Regression","non-linear","train","40"
0.507111111111111,22.0222487351251,"k-NN Regression","non-linear","train","40"
0.510133333333333,21.5701401642681,"k-NN Regression","non-linear","train","40"
0.499377777777778,22.6437628033416,"k-NN Regression","non-linear","train","40"
0.510755555555556,21.8073394846674,"k-NN Regression","non-linear","train","50"
0.509777777777778,21.3694884181545,"k-NN Regression","non-linear","train","50"
0.517155555555556,21.4619772360592,"k-NN Regression","non-linear","train","50"
0.509333333333333,23.1860092891828,"k-NN Regression","non-linear","train","50"
0.508444444444444,22.3406191467726,"k-NN Regression","non-linear","train","50"
0.502666666666667,21.9271853353678,"k-NN Regression","non-linear","train","50"
0.506844444444444,22.2800005935272,"k-NN Regression","non-linear","train","50"
0.503466666666667,22.2013101543811,"k-NN Regression","non-linear","train","50"
0.500177777777778,23.7365142461296,"k-NN Regression","non-linear","train","50"
0.509866666666667,22.0485694013049,"k-NN Regression","non-linear","train","50"
0.513066666666667,21.9872295245593,"k-NN Regression","non-linear","train","60"
0.508355555555556,22.1361078548841,"k-NN Regression","non-linear","train","60"
0.5048,22.3750040134124,"k-NN Regression","non-linear","train","60"
0.513155555555556,21.5865781256315,"k-NN Regression","non-linear","train","60"
0.506666666666667,22.3992252776673,"k-NN Regression","non-linear","train","60"
0.503022222222222,22.1366993644754,"k-NN Regression","non-linear","train","60"
0.504888888888889,22.5235444490946,"k-NN Regression","non-linear","train","60"
0.499466666666667,22.5856335024225,"k-NN Regression","non-linear","train","60"
0.503733333333333,22.6829246553995,"k-NN Regression","non-linear","train","60"
0.5032,21.8967992151568,"k-NN Regression","non-linear","train","60"
0.5032,22.1113689254712,"k-NN Regression","non-linear","train","70"
0.508711111111111,21.4769989501777,"k-NN Regression","non-linear","train","70"
0.510222222222222,22.3091292434845,"k-NN Regression","non-linear","train","70"
0.506577777777778,21.9426548435074,"k-NN Regression","non-linear","train","70"
0.507022222222222,21.9431487399738,"k-NN Regression","non-linear","train","70"
0.5008,22.4743278814812,"k-NN Regression","non-linear","train","70"
0.504533333333333,22.0100335381872,"k-NN Regression","non-linear","train","70"
0.507822222222222,23.513387174726,"k-NN Regression","non-linear","train","70"
0.516088888888889,21.8734134723763,"k-NN Regression","non-linear","train","70"
0.510844444444444,21.8119884596692,"k-NN Regression","non-linear","train","70"
0.512622222222222,21.3140489659275,"k-NN Regression","non-linear","train","80"
0.507377777777778,22.17368294386,"k-NN Regression","non-linear","train","80"
0.512266666666667,22.5066543909767,"k-NN Regression","non-linear","train","80"
0.512355555555556,22.2318927399539,"k-NN Regression","non-linear","train","80"
0.506755555555556,22.3910984079414,"k-NN Regression","non-linear","train","80"
0.511822222222222,21.37434621169,"k-NN Regression","non-linear","train","80"
0.511288888888889,21.8175128773706,"k-NN Regression","non-linear","train","80"
0.504711111111111,21.8238211072,"k-NN Regression","non-linear","train","80"
0.509866666666667,22.0688010254201,"k-NN Regression","non-linear","train","80"
0.509244444444444,22.1694098581523,"k-NN Regression","non-linear","train","80"
0.504355555555556,22.1672187407226,"k-NN Regression","non-linear","train","90"
0.497244444444444,22.8098734719795,"k-NN Regression","non-linear","train","90"
0.508444444444444,21.975048016519,"k-NN Regression","non-linear","train","90"
0.505688888888889,21.8026011040163,"k-NN Regression","non-linear","train","90"
0.507644444444444,21.6776904043191,"k-NN Regression","non-linear","train","90"
0.514044444444444,21.2103737876518,"k-NN Regression","non-linear","train","90"
0.504533333333333,22.5623704571062,"k-NN Regression","non-linear","train","90"
0.5128,21.8625756993684,"k-NN Regression","non-linear","train","90"
0.499911111111111,22.230517116462,"k-NN Regression","non-linear","train","90"
0.512977777777778,22.2340346452751,"k-NN Regression","non-linear","train","90"
0.511555555555556,22.3309094248016,"k-NN Regression","non-linear","train","100"
0.511733333333333,22.2547218802915,"k-NN Regression","non-linear","train","100"
0.500888888888889,22.8098714409162,"k-NN Regression","non-linear","train","100"
0.5008,21.9579422956018,"k-NN Regression","non-linear","train","100"
0.510844444444444,22.2739755918232,"k-NN Regression","non-linear","train","100"
0.498755555555556,22.8080594811976,"k-NN Regression","non-linear","train","100"
0.510755555555556,21.7048300138948,"k-NN Regression","non-linear","train","100"
0.512088888888889,22.2355202494771,"k-NN Regression","non-linear","train","100"
0.4992,24.0410103421592,"k-NN Regression","non-linear","train","100"
0.514133333333333,21.8588342408826,"k-NN Regression","non-linear","train","100"
0.497244444444444,23.2020872003227,"DTR-CT","non-linear","train","10"
0.517066666666667,21.2765366665156,"DTR-CT","non-linear","train","10"
0.513688888888889,21.5185447381744,"DTR-CT","non-linear","train","10"
0.515555555555556,22.3069327178275,"DTR-CT","non-linear","train","10"
0.509688888888889,22.2190267012066,"DTR-CT","non-linear","train","10"
0.516533333333333,21.5890167622876,"DTR-CT","non-linear","train","10"
0.509244444444444,22.2277716384481,"DTR-CT","non-linear","train","10"
0.500711111111111,26.7117254930847,"DTR-CT","non-linear","train","10"
0.490844444444444,24.5287765544227,"DTR-CT","non-linear","train","10"
0.527377777777778,20.9558234624108,"DTR-CT","non-linear","train","10"
0.508888888888889,23.0045576246708,"DTR-CT","non-linear","train","20"
0.523555555555556,20.8249306871715,"DTR-CT","non-linear","train","20"
0.485511111111111,25.725483300409,"DTR-CT","non-linear","train","20"
0.508533333333333,23.0779369359254,"DTR-CT","non-linear","train","20"
0.506577777777778,24.1522676487108,"DTR-CT","non-linear","train","20"
0.515111111111111,22.0328413901943,"DTR-CT","non-linear","train","20"
0.518933333333333,24.8858456790021,"DTR-CT","non-linear","train","20"
0.514044444444444,21.9646962246377,"DTR-CT","non-linear","train","20"
0.511733333333333,21.5506858131528,"DTR-CT","non-linear","train","20"
0.512088888888889,21.8722697622151,"DTR-CT","non-linear","train","20"
0.513422222222222,23.0558447123271,"DTR-CT","non-linear","train","30"
0.507822222222222,23.3631953959576,"DTR-CT","non-linear","train","30"
0.494933333333333,22.7092965030426,"DTR-CT","non-linear","train","30"
0.516888888888889,22.0771466116551,"DTR-CT","non-linear","train","30"
0.516533333333333,21.6891059472663,"DTR-CT","non-linear","train","30"
0.529066666666667,21.2463699378539,"DTR-CT","non-linear","train","30"
0.519466666666667,21.9905609031042,"DTR-CT","non-linear","train","30"
0.510311111111111,24.897302831204,"DTR-CT","non-linear","train","30"
0.485422222222222,24.3032669496211,"DTR-CT","non-linear","train","30"
0.500444444444444,22.5789662245433,"DTR-CT","non-linear","train","30"
0.503111111111111,23.2196998171399,"DTR-CT","non-linear","train","40"
0.510133333333333,23.9284440762865,"DTR-CT","non-linear","train","40"
0.503733333333333,21.5496745482953,"DTR-CT","non-linear","train","40"
0.501333333333333,22.3632015582318,"DTR-CT","non-linear","train","40"
0.508177777777778,21.4405482156359,"DTR-CT","non-linear","train","40"
0.5064,30.1083828101456,"DTR-CT","non-linear","train","40"
0.510666666666667,24.7924438026461,"DTR-CT","non-linear","train","40"
0.509777777777778,26.3036869585384,"DTR-CT","non-linear","train","40"
0.492888888888889,28.8587981206331,"DTR-CT","non-linear","train","40"
0.504,27.1587696803013,"DTR-CT","non-linear","train","40"
0.514311111111111,22.8850521722064,"DTR-CT","non-linear","train","50"
0.517955555555556,21.6888408562621,"DTR-CT","non-linear","train","50"
0.514044444444444,21.6914578966375,"DTR-CT","non-linear","train","50"
0.516977777777778,22.2741882568531,"DTR-CT","non-linear","train","50"
0.507466666666667,23.503673878836,"DTR-CT","non-linear","train","50"
0.501688888888889,22.2642571401205,"DTR-CT","non-linear","train","50"
0.496622222222222,27.6495823676407,"DTR-CT","non-linear","train","50"
0.512977777777778,23.6070626778829,"DTR-CT","non-linear","train","50"
0.508533333333333,22.5352201962033,"DTR-CT","non-linear","train","50"
0.509422222222222,22.1979699295479,"DTR-CT","non-linear","train","50"
0.5104,22.1502719341596,"DTR-CT","non-linear","train","60"
0.486755555555556,23.0848514960914,"DTR-CT","non-linear","train","60"
0.5088,23.2891402566401,"DTR-CT","non-linear","train","60"
0.491466666666667,23.106604374111,"DTR-CT","non-linear","train","60"
0.493511111111111,41.6765211185889,"DTR-CT","non-linear","train","60"
0.514044444444444,24.4969017904042,"DTR-CT","non-linear","train","60"
0.510755555555556,22.7829794841612,"DTR-CT","non-linear","train","60"
0.504177777777778,23.5576175199071,"DTR-CT","non-linear","train","60"
0.5168,21.8878031371335,"DTR-CT","non-linear","train","60"
0.513422222222222,22.3152396044531,"DTR-CT","non-linear","train","60"
0.514844444444444,22.2573243363332,"DTR-CT","non-linear","train","70"
0.508355555555556,26.5522071467832,"DTR-CT","non-linear","train","70"
0.496355555555556,22.638389648149,"DTR-CT","non-linear","train","70"
0.509688888888889,21.5503562467941,"DTR-CT","non-linear","train","70"
0.500533333333333,22.6501864161146,"DTR-CT","non-linear","train","70"
0.516,22.248347360879,"DTR-CT","non-linear","train","70"
0.499466666666667,24.9410897341228,"DTR-CT","non-linear","train","70"
0.517066666666667,22.0969001552585,"DTR-CT","non-linear","train","70"
0.5168,23.9825520835164,"DTR-CT","non-linear","train","70"
0.506577777777778,24.3268276243066,"DTR-CT","non-linear","train","70"
0.498044444444444,23.2904686362238,"DTR-CT","non-linear","train","80"
0.519288888888889,24.3383017879783,"DTR-CT","non-linear","train","80"
0.5112,22.3600431671252,"DTR-CT","non-linear","train","80"
0.510133333333333,22.0097424767093,"DTR-CT","non-linear","train","80"
0.512977777777778,23.5808303761044,"DTR-CT","non-linear","train","80"
0.490933333333333,27.1305324574294,"DTR-CT","non-linear","train","80"
0.519466666666667,23.4318994613735,"DTR-CT","non-linear","train","80"
0.499377777777778,23.5332966408454,"DTR-CT","non-linear","train","80"
0.497955555555556,25.4691017859463,"DTR-CT","non-linear","train","80"
0.507022222222222,23.6436551841591,"DTR-CT","non-linear","train","80"
0.489955555555556,24.2264595518435,"DTR-CT","non-linear","train","90"
0.5096,23.4010259214217,"DTR-CT","non-linear","train","90"
0.512088888888889,21.3201111333351,"DTR-CT","non-linear","train","90"
0.501155555555556,22.6707834438729,"DTR-CT","non-linear","train","90"
0.508622222222222,24.6852621231474,"DTR-CT","non-linear","train","90"
0.508533333333333,25.0246570353547,"DTR-CT","non-linear","train","90"
0.510577777777778,22.8762634462007,"DTR-CT","non-linear","train","90"
0.4976,23.9646378857,"DTR-CT","non-linear","train","90"
0.512355555555556,23.2819521497822,"DTR-CT","non-linear","train","90"
0.495466666666667,22.7741060944129,"DTR-CT","non-linear","train","90"
0.518755555555556,22.1173861513158,"DTR-CT","non-linear","train","100"
0.510044444444444,23.7814598979293,"DTR-CT","non-linear","train","100"
0.498844444444444,23.5575234701767,"DTR-CT","non-linear","train","100"
0.503377777777778,22.4439342831961,"DTR-CT","non-linear","train","100"
0.503466666666667,22.3392676286026,"DTR-CT","non-linear","train","100"
0.52,22.8589789035466,"DTR-CT","non-linear","train","100"
0.511822222222222,21.9489983774243,"DTR-CT","non-linear","train","100"
0.519733333333333,22.2089461896046,"DTR-CT","non-linear","train","100"
0.513866666666667,24.2932065146459,"DTR-CT","non-linear","train","100"
0.5088,23.3829161600349,"DTR-CT","non-linear","train","100"
0.518666666666667,22.2973466357715,"DTR-CF","non-linear","train","10"
0.494844444444444,23.0709771954998,"DTR-CF","non-linear","train","10"
0.512622222222222,23.0489371612181,"DTR-CF","non-linear","train","10"
0.513688888888889,25.9203858113492,"DTR-CF","non-linear","train","10"
0.495644444444444,22.8827897962814,"DTR-CF","non-linear","train","10"
0.5048,22.6076978651778,"DTR-CF","non-linear","train","10"
0.512711111111111,23.7341140359524,"DTR-CF","non-linear","train","10"
0.515466666666667,21.3846076461619,"DTR-CF","non-linear","train","10"
0.5256,20.8977194499225,"DTR-CF","non-linear","train","10"
0.515288888888889,22.245503598418,"DTR-CF","non-linear","train","10"
0.518844444444444,23.2491775357359,"DTR-CF","non-linear","train","20"
0.5072,22.7175810309661,"DTR-CF","non-linear","train","20"
0.505155555555556,22.6846112542565,"DTR-CF","non-linear","train","20"
0.509511111111111,22.6181950362752,"DTR-CF","non-linear","train","20"
0.508533333333333,22.5221294850792,"DTR-CF","non-linear","train","20"
0.514133333333333,21.9810414915956,"DTR-CF","non-linear","train","20"
0.504622222222222,25.5690552050454,"DTR-CF","non-linear","train","20"
0.513155555555556,22.2962545880657,"DTR-CF","non-linear","train","20"
0.499644444444444,24.2396136890451,"DTR-CF","non-linear","train","20"
0.504177777777778,22.5610112759068,"DTR-CF","non-linear","train","20"
0.4992,22.9454484005976,"DTR-CF","non-linear","train","30"
0.494933333333333,25.9972926768655,"DTR-CF","non-linear","train","30"
0.502133333333333,23.2313808993725,"DTR-CF","non-linear","train","30"
0.500177777777778,24.5575352832032,"DTR-CF","non-linear","train","30"
0.505066666666667,22.5046953455188,"DTR-CF","non-linear","train","30"
0.505066666666667,23.3015661662227,"DTR-CF","non-linear","train","30"
0.507644444444444,22.3091029645007,"DTR-CF","non-linear","train","30"
0.4888,33.2369679473582,"DTR-CF","non-linear","train","30"
0.508977777777778,23.48317942192,"DTR-CF","non-linear","train","30"
0.512355555555556,22.0639945515157,"DTR-CF","non-linear","train","30"
0.508533333333333,22.2670555882271,"DTR-CF","non-linear","train","40"
0.506933333333333,21.9707725858324,"DTR-CF","non-linear","train","40"
0.506844444444444,22.9722206660703,"DTR-CF","non-linear","train","40"
0.495555555555556,23.7975073587226,"DTR-CF","non-linear","train","40"
0.486755555555556,23.3930865479705,"DTR-CF","non-linear","train","40"
0.491555555555556,23.2105062874576,"DTR-CF","non-linear","train","40"
0.501333333333333,28.1615344454707,"DTR-CF","non-linear","train","40"
0.495466666666667,22.8101354564467,"DTR-CF","non-linear","train","40"
0.4992,23.4438228831312,"DTR-CF","non-linear","train","40"
0.492177777777778,24.5554601925988,"DTR-CF","non-linear","train","40"
0.497333333333333,22.3585369645471,"DTR-CF","non-linear","train","50"
0.504266666666667,22.7140905556608,"DTR-CF","non-linear","train","50"
0.516088888888889,21.8698468731363,"DTR-CF","non-linear","train","50"
0.505511111111111,22.6374105739234,"DTR-CF","non-linear","train","50"
0.514666666666667,22.6612075970803,"DTR-CF","non-linear","train","50"
0.486311111111111,23.6344033975238,"DTR-CF","non-linear","train","50"
0.497422222222222,22.548449968424,"DTR-CF","non-linear","train","50"
0.491466666666667,24.6703194756856,"DTR-CF","non-linear","train","50"
0.508177777777778,22.5407255685015,"DTR-CF","non-linear","train","50"
0.497955555555556,23.3199583835916,"DTR-CF","non-linear","train","50"
0.493866666666667,23.3300720491054,"DTR-CF","non-linear","train","60"
0.510311111111111,26.1706248252523,"DTR-CF","non-linear","train","60"
0.509422222222222,22.3291724808287,"DTR-CF","non-linear","train","60"
0.485066666666667,26.149866130864,"DTR-CF","non-linear","train","60"
0.495644444444444,23.3547486677347,"DTR-CF","non-linear","train","60"
0.504622222222222,24.0779057198922,"DTR-CF","non-linear","train","60"
0.512355555555556,22.7363556240168,"DTR-CF","non-linear","train","60"
0.516355555555556,21.6304542490376,"DTR-CF","non-linear","train","60"
0.491733333333333,22.6033696346907,"DTR-CF","non-linear","train","60"
0.512977777777778,22.3506433613564,"DTR-CF","non-linear","train","60"
0.506222222222222,22.9967124968249,"DTR-CF","non-linear","train","70"
0.511644444444444,21.9372940546788,"DTR-CF","non-linear","train","70"
0.512088888888889,23.386606062414,"DTR-CF","non-linear","train","70"
0.503644444444444,22.7271762682424,"DTR-CF","non-linear","train","70"
0.489333333333333,22.7756567330034,"DTR-CF","non-linear","train","70"
0.489866666666667,24.7973307869259,"DTR-CF","non-linear","train","70"
0.506666666666667,22.7279943300733,"DTR-CF","non-linear","train","70"
0.4824,24.0384128072298,"DTR-CF","non-linear","train","70"
0.513777777777778,23.5530379237134,"DTR-CF","non-linear","train","70"
0.484,24.1274574252863,"DTR-CF","non-linear","train","70"
0.506577777777778,22.5832018735819,"DTR-CF","non-linear","train","80"
0.498044444444444,22.939024564803,"DTR-CF","non-linear","train","80"
0.508355555555556,24.0723862339544,"DTR-CF","non-linear","train","80"
0.497955555555556,24.4442320229478,"DTR-CF","non-linear","train","80"
0.517955555555556,22.1110234782388,"DTR-CF","non-linear","train","80"
0.504266666666667,23.1701135124968,"DTR-CF","non-linear","train","80"
0.493866666666667,23.4648640270812,"DTR-CF","non-linear","train","80"
0.486133333333333,23.4656671018401,"DTR-CF","non-linear","train","80"
0.484088888888889,25.7385389803391,"DTR-CF","non-linear","train","80"
0.495555555555556,23.0266992509888,"DTR-CF","non-linear","train","80"
0.494488888888889,23.1358555562812,"DTR-CF","non-linear","train","90"
0.510933333333333,22.0424299918768,"DTR-CF","non-linear","train","90"
