"Accuracy","Regret","Approach","Scenario","Data","Parameter"
0.618666666666667,31.1007259336913,"k-NN Regression","linear interactions","train","10"
0.62,31.8201680486264,"k-NN Regression","linear interactions","train","10"
0.626844444444444,30.2080530892752,"k-NN Regression","linear interactions","train","10"
0.626044444444444,30.6490556201479,"k-NN Regression","linear interactions","train","10"
0.607466666666667,31.7780688809059,"k-NN Regression","linear interactions","train","10"
0.634577777777778,29.1594496823473,"k-NN Regression","linear interactions","train","10"
0.622666666666667,30.6687335710183,"k-NN Regression","linear interactions","train","10"
0.618222222222222,31.0660097331605,"k-NN Regression","linear interactions","train","10"
0.625955555555556,31.3461857867716,"k-NN Regression","linear interactions","train","10"
0.619377777777778,31.2824626676481,"k-NN Regression","linear interactions","train","10"
0.653688888888889,28.840767574465,"k-NN Regression","linear interactions","train","20"
0.6416,29.6534515773597,"k-NN Regression","linear interactions","train","20"
0.647377777777778,28.990079804099,"k-NN Regression","linear interactions","train","20"
0.659733333333333,27.6719699120415,"k-NN Regression","linear interactions","train","20"
0.659733333333333,28.9609739008155,"k-NN Regression","linear interactions","train","20"
0.639377777777778,30.0387850753878,"k-NN Regression","linear interactions","train","20"
0.648977777777778,29.3337483272793,"k-NN Regression","linear interactions","train","20"
0.635111111111111,30.4726554025346,"k-NN Regression","linear interactions","train","20"
0.650666666666667,28.7422674069542,"k-NN Regression","linear interactions","train","20"
0.6416,30.0633723025074,"k-NN Regression","linear interactions","train","20"
0.648177777777778,28.7483452063502,"k-NN Regression","linear interactions","train","30"
0.673333333333333,27.10928618942,"k-NN Regression","linear interactions","train","30"
0.661155555555556,28.6302405164081,"k-NN Regression","linear interactions","train","30"
0.667555555555556,26.6812656772596,"k-NN Regression","linear interactions","train","30"
0.645777777777778,29.4776544960327,"k-NN Regression","linear interactions","train","30"
0.660266666666667,27.3483514538085,"k-NN Regression","linear interactions","train","30"
0.637866666666667,30.4949783907787,"k-NN Regression","linear interactions","train","30"
0.638133333333333,30.1419111232768,"k-NN Regression","linear interactions","train","30"
0.649244444444444,29.6524495681,"k-NN Regression","linear interactions","train","30"
0.670311111111111,27.7846880714737,"k-NN Regression","linear interactions","train","30"
0.670844444444444,28.2950085943431,"k-NN Regression","linear interactions","train","40"
0.660711111111111,28.8367764161053,"k-NN Regression","linear interactions","train","40"
0.662666666666667,28.9127890354095,"k-NN Regression","linear interactions","train","40"
0.694844444444444,26.26651445679,"k-NN Regression","linear interactions","train","40"
0.6768,26.7653989124197,"k-NN Regression","linear interactions","train","40"
0.669866666666667,27.8754829557845,"k-NN Regression","linear interactions","train","40"
0.683377777777778,26.4016002780768,"k-NN Regression","linear interactions","train","40"
0.677066666666667,27.5458318810162,"k-NN Regression","linear interactions","train","40"
0.678577777777778,27.4155506732167,"k-NN Regression","linear interactions","train","40"
0.684177777777778,27.2756651232754,"k-NN Regression","linear interactions","train","40"
0.686044444444444,26.9366532120604,"k-NN Regression","linear interactions","train","50"
0.675733333333333,26.7509571362814,"k-NN Regression","linear interactions","train","50"
0.682133333333333,27.3056227672995,"k-NN Regression","linear interactions","train","50"
0.696088888888889,25.5258926299079,"k-NN Regression","linear interactions","train","50"
0.670577777777778,27.9898324300738,"k-NN Regression","linear interactions","train","50"
0.683644444444444,27.8626909958941,"k-NN Regression","linear interactions","train","50"
0.676622222222222,27.0014015145696,"k-NN Regression","linear interactions","train","50"
0.693511111111111,25.469655673066,"k-NN Regression","linear interactions","train","50"
0.686577777777778,26.1622103833768,"k-NN Regression","linear interactions","train","50"
0.692266666666667,26.7345136646233,"k-NN Regression","linear interactions","train","50"
0.6848,26.4029637636851,"k-NN Regression","linear interactions","train","60"
0.695911111111111,26.0055684652489,"k-NN Regression","linear interactions","train","60"
0.6672,28.37064218636,"k-NN Regression","linear interactions","train","60"
0.689066666666667,26.0597744789277,"k-NN Regression","linear interactions","train","60"
0.696,25.4911458049496,"k-NN Regression","linear interactions","train","60"
0.681333333333333,27.6019163906079,"k-NN Regression","linear interactions","train","60"
0.687733333333333,26.2313768315594,"k-NN Regression","linear interactions","train","60"
0.683911111111111,27.3634375025149,"k-NN Regression","linear interactions","train","60"
0.670488888888889,28.3873391658191,"k-NN Regression","linear interactions","train","60"
0.683022222222222,27.4517391058709,"k-NN Regression","linear interactions","train","60"
0.681422222222222,27.4312068682969,"k-NN Regression","linear interactions","train","70"
0.696266666666667,25.9765803096256,"k-NN Regression","linear interactions","train","70"
0.699733333333333,25.924919849513,"k-NN Regression","linear interactions","train","70"
0.688888888888889,26.8356738786801,"k-NN Regression","linear interactions","train","70"
0.695822222222222,25.2747029643561,"k-NN Regression","linear interactions","train","70"
0.696533333333333,25.7622990862423,"k-NN Regression","linear interactions","train","70"
0.691022222222222,26.3491862447741,"k-NN Regression","linear interactions","train","70"
0.703555555555556,25.2629060603665,"k-NN Regression","linear interactions","train","70"
0.690755555555556,26.6272084749566,"k-NN Regression","linear interactions","train","70"
0.671733333333333,27.4401269593394,"k-NN Regression","linear interactions","train","70"
0.702666666666667,26.211891640424,"k-NN Regression","linear interactions","train","80"
0.680355555555556,27.5897342502634,"k-NN Regression","linear interactions","train","80"
0.701688888888889,25.3899936809253,"k-NN Regression","linear interactions","train","80"
0.709333333333333,24.9123371156621,"k-NN Regression","linear interactions","train","80"
0.662933333333333,28.7818972841288,"k-NN Regression","linear interactions","train","80"
0.694844444444444,25.6082418663982,"k-NN Regression","linear interactions","train","80"
0.704266666666667,25.2438441548,"k-NN Regression","linear interactions","train","80"
0.690933333333333,25.455236053272,"k-NN Regression","linear interactions","train","80"
0.708977777777778,25.2970336678806,"k-NN Regression","linear interactions","train","80"
0.705777777777778,24.1677960777688,"k-NN Regression","linear interactions","train","80"
0.856888888888889,3.06632700278594,"CART","linear interactions","train","10"
0.848711111111111,2.76611621362638,"CART","linear interactions","train","10"
0.8336,3.15137527842728,"CART","linear interactions","train","10"
0.848711111111111,3.38947251026212,"CART","linear interactions","train","10"
0.844533333333333,4.12626159977124,"CART","linear interactions","train","10"
0.875822222222222,1.80106696337522,"CART","linear interactions","train","10"
0.857866666666667,2.32397797224376,"CART","linear interactions","train","10"
0.799644444444444,5.59941223225259,"CART","linear interactions","train","10"
0.860711111111111,2.8936763754229,"CART","linear interactions","train","10"
0.810755555555556,4.53370773361382,"CART","linear interactions","train","10"
0.854933333333333,2.60522759323712,"CART","linear interactions","train","20"
0.864711111111111,2.09871453412709,"CART","linear interactions","train","20"
0.841244444444444,3.61330288951158,"CART","linear interactions","train","20"
0.836711111111111,3.44702603412432,"CART","linear interactions","train","20"
0.838311111111111,3.89636784731954,"CART","linear interactions","train","20"
0.843555555555556,3.36398782164328,"CART","linear interactions","train","20"
0.858488888888889,3.50955407139836,"CART","linear interactions","train","20"
0.863111111111111,2.55024013290195,"CART","linear interactions","train","20"
0.818311111111111,3.43483702510375,"CART","linear interactions","train","20"
0.799377777777778,5.47526363816875,"CART","linear interactions","train","20"
0.814311111111111,4.09957285963323,"CART","linear interactions","train","30"
0.836355555555556,3.37180195272561,"CART","linear interactions","train","30"
0.888444444444444,1.9879219981739,"CART","linear interactions","train","30"
0.838311111111111,2.4491897516642,"CART","linear interactions","train","30"
0.861333333333333,2.82692381257943,"CART","linear interactions","train","30"
0.874222222222222,2.1893447535271,"CART","linear interactions","train","30"
0.846755555555556,2.51911312094743,"CART","linear interactions","train","30"
0.891288888888889,1.73974797941943,"CART","linear interactions","train","30"
0.859111111111111,2.65853224590526,"CART","linear interactions","train","30"
0.8032,5.39750988241339,"CART","linear interactions","train","30"
0.874933333333333,2.14298396438727,"CART","linear interactions","train","40"
0.818844444444444,3.90510874132212,"CART","linear interactions","train","40"
0.829866666666667,3.17609068309142,"CART","linear interactions","train","40"
0.850044444444444,2.64762543995511,"CART","linear interactions","train","40"
0.863377777777778,2.15694341945721,"CART","linear interactions","train","40"
0.876,2.04217519189549,"CART","linear interactions","train","40"
0.839288888888889,3.09500665749988,"CART","linear interactions","train","40"
0.857777777777778,2.49571341933705,"CART","linear interactions","train","40"
0.829155555555556,3.97301022782644,"CART","linear interactions","train","40"
0.809422222222222,4.70258751215952,"CART","linear interactions","train","40"
0.842844444444444,3.03160461392761,"CART","linear interactions","train","50"
0.818844444444444,3.22625088053572,"CART","linear interactions","train","50"
0.887022222222222,2.09867017153898,"CART","linear interactions","train","50"
0.789955555555556,5.5751893243525,"CART","linear interactions","train","50"
0.84,2.88376539586149,"CART","linear interactions","train","50"
0.831466666666667,3.75098694567059,"CART","linear interactions","train","50"
0.810222222222222,4.22424418044349,"CART","linear interactions","train","50"
0.8304,3.8210996811412,"CART","linear interactions","train","50"
0.862044444444444,2.24341761177637,"CART","linear interactions","train","50"
0.879911111111111,2.67680582269898,"CART","linear interactions","train","50"
0.874933333333333,1.98055980505887,"CART","linear interactions","train","60"
0.868,2.88134411409878,"CART","linear interactions","train","60"
0.8552,2.61547760764429,"CART","linear interactions","train","60"
0.827466666666667,3.14676404297721,"CART","linear interactions","train","60"
0.849688888888889,3.21041755971875,"CART","linear interactions","train","60"
0.868533333333333,1.96863384722295,"CART","linear interactions","train","60"
0.880533333333333,1.67175810810315,"CART","linear interactions","train","60"
0.831733333333333,3.13653197970542,"CART","linear interactions","train","60"
0.822044444444444,3.79043608538227,"CART","linear interactions","train","60"
0.845866666666667,2.90146608104695,"CART","linear interactions","train","60"
0.855911111111111,1.72366444913235,"CART","linear interactions","train","70"
0.823911111111111,2.88676843846716,"CART","linear interactions","train","70"
0.868266666666667,2.61439760357974,"CART","linear interactions","train","70"
0.858311111111111,2.62110386563957,"CART","linear interactions","train","70"
0.903111111111111,1.36131099005543,"CART","linear interactions","train","70"
0.847022222222222,2.91611522355417,"CART","linear interactions","train","70"
0.827555555555556,3.37640829615402,"CART","linear interactions","train","70"
0.8488,2.34028137162676,"CART","linear interactions","train","70"
0.838044444444444,3.00088831309243,"CART","linear interactions","train","70"
0.845422222222222,2.27726593413185,"CART","linear interactions","train","70"
0.875288888888889,1.90074719373696,"CART","linear interactions","train","80"
0.839288888888889,4.03438218027122,"CART","linear interactions","train","80"
0.871555555555556,2.03617873363826,"CART","linear interactions","train","80"
0.8584,2.19385561507568,"CART","linear interactions","train","80"
0.864533333333333,2.06360282016446,"CART","linear interactions","train","80"
0.880711111111111,2.78711795319343,"CART","linear interactions","train","80"
0.8472,2.50059184826428,"CART","linear interactions","train","80"
0.866666666666667,2.36888535518706,"CART","linear interactions","train","80"
0.845955555555556,2.79622585379777,"CART","linear interactions","train","80"
0.8392,2.97592436763722,"CART","linear interactions","train","80"
0.8904,1.39954729699131,"DTR-CT","linear interactions","train","10"
0.8296,3.97989217429672,"DTR-CT","linear interactions","train","10"
0.863288888888889,1.85537986767747,"DTR-CT","linear interactions","train","10"
0.8064,3.98925780436604,"DTR-CT","linear interactions","train","10"
0.889244444444444,1.57834898583974,"DTR-CT","linear interactions","train","10"
0.800888888888889,3.08361141034861,"DTR-CT","linear interactions","train","10"
0.817422222222222,3.84811736543229,"DTR-CT","linear interactions","train","10"
0.855555555555556,3.6140077117051,"DTR-CT","linear interactions","train","10"
0.856,2.50424767962235,"DTR-CT","linear interactions","train","10"
0.896,1.36505531265401,"DTR-CT","linear interactions","train","10"
0.781866666666667,5.30486268724292,"DTR-CT","linear interactions","train","20"
0.820444444444444,2.46379310730743,"DTR-CT","linear interactions","train","20"
0.790666666666667,4.39587336457079,"DTR-CT","linear interactions","train","20"
0.835288888888889,4.32099176911318,"DTR-CT","linear interactions","train","20"
0.855911111111111,2.87751103150372,"DTR-CT","linear interactions","train","20"
0.810311111111111,3.40035325555076,"DTR-CT","linear interactions","train","20"
0.798933333333333,3.56568018590778,"DTR-CT","linear interactions","train","20"
0.8792,1.64532852245716,"DTR-CT","linear interactions","train","20"
0.884355555555556,1.31610565760324,"DTR-CT","linear interactions","train","20"
0.763288888888889,5.88906056213387,"DTR-CT","linear interactions","train","20"
0.829155555555556,4.26294300581504,"DTR-CT","linear interactions","train","30"
0.771111111111111,3.70717168315153,"DTR-CT","linear interactions","train","30"
0.821066666666667,3.17653634607863,"DTR-CT","linear interactions","train","30"
0.780355555555556,3.67824464035081,"DTR-CT","linear interactions","train","30"
0.8488,2.68292752899929,"DTR-CT","linear interactions","train","30"
0.816622222222222,3.31370497645911,"DTR-CT","linear interactions","train","30"
0.818755555555556,3.18859247598117,"DTR-CT","linear interactions","train","30"
0.874666666666667,2.10515862739851,"DTR-CT","linear interactions","train","30"
0.774755555555556,3.72440570648867,"DTR-CT","linear interactions","train","30"
0.805866666666667,2.91205251862965,"DTR-CT","linear interactions","train","30"
0.774666666666667,3.68845281449383,"DTR-CT","linear interactions","train","40"
0.879466666666667,1.90172129037613,"DTR-CT","linear interactions","train","40"
0.8696,2.11101382276369,"DTR-CT","linear interactions","train","40"
0.798222222222222,6.15304908483856,"DTR-CT","linear interactions","train","40"
0.766488888888889,3.89211326531467,"DTR-CT","linear interactions","train","40"
0.832355555555556,5.26602025969501,"DTR-CT","linear interactions","train","40"
0.874666666666667,2.18154964752598,"DTR-CT","linear interactions","train","40"
0.8656,2.31933843754774,"DTR-CT","linear interactions","train","40"
0.8248,2.45400368220583,"DTR-CT","linear interactions","train","40"
0.785066666666667,3.49382135557974,"DTR-CT","linear interactions","train","40"
0.832355555555556,2.42744175903468,"DTR-CT","linear interactions","train","50"
0.771466666666667,3.73415397095566,"DTR-CT","linear interactions","train","50"
0.882311111111111,1.97715423169938,"DTR-CT","linear interactions","train","50"
0.810844444444444,5.86833387114126,"DTR-CT","linear interactions","train","50"
0.811733333333333,3.5482368939803,"DTR-CT","linear interactions","train","50"
0.826133333333333,3.16381559587767,"DTR-CT","linear interactions","train","50"
0.765511111111111,3.88831427287095,"DTR-CT","linear interactions","train","50"
0.827111111111111,3.13257916305325,"DTR-CT","linear interactions","train","50"
0.823377777777778,5.73108565192716,"DTR-CT","linear interactions","train","50"
0.764444444444444,3.93543384045213,"DTR-CT","linear interactions","train","50"
0.823644444444444,3.31255689035376,"DTR-CT","linear interactions","train","60"
0.830755555555556,2.32626597042959,"DTR-CT","linear interactions","train","60"
0.835377777777778,2.9032502940882,"DTR-CT","linear interactions","train","60"
0.8864,2.01325098638801,"DTR-CT","linear interactions","train","60"
0.833333333333333,2.38874303709726,"DTR-CT","linear interactions","train","60"
0.887822222222222,1.76298002346148,"DTR-CT","linear interactions","train","60"
0.778844444444444,3.54271165703645,"DTR-CT","linear interactions","train","60"
0.825066666666667,3.15952627083268,"DTR-CT","linear interactions","train","60"
0.779466666666667,3.58477594581976,"DTR-CT","linear interactions","train","60"
0.852266666666667,5.19414363261976,"DTR-CT","linear interactions","train","60"
0.8352,2.28348374063873,"DTR-CT","linear interactions","train","70"
0.856355555555556,4.96258625375725,"DTR-CT","linear interactions","train","70"
0.842844444444444,2.8309806372479,"DTR-CT","linear interactions","train","70"
0.816622222222222,5.81165602248359,"DTR-CT","linear interactions","train","70"
0.885422222222222,1.86390303781957,"DTR-CT","linear interactions","train","70"
0.784355555555556,3.42259538180656,"DTR-CT","linear interactions","train","70"
0.839822222222222,2.86621708706657,"DTR-CT","linear interactions","train","70"
0.788355555555556,3.44107158238933,"DTR-CT","linear interactions","train","70"
0.758844444444444,3.92662358537841,"DTR-CT","linear interactions","train","70"
0.812177777777778,5.80711565713545,"DTR-CT","linear interactions","train","70"
0.782311111111111,3.5155769761745,"DTR-CT","linear interactions","train","80"
0.836977777777778,2.9223113747668,"DTR-CT","linear interactions","train","80"
0.885333333333333,1.80366572886834,"DTR-CT","linear interactions","train","80"
0.824977777777778,3.12323927120585,"DTR-CT","linear interactions","train","80"
0.829866666666667,3.16290156833983,"DTR-CT","linear interactions","train","80"
0.887377777777778,1.83852898002765,"DTR-CT","linear interactions","train","80"
0.786755555555556,3.38369412521005,"DTR-CT","linear interactions","train","80"
0.891733333333333,1.72589629713816,"DTR-CT","linear interactions","train","80"
0.830044444444444,2.24821084919855,"DTR-CT","linear interactions","train","80"
0.877511111111111,2.05747395379764,"DTR-CT","linear interactions","train","80"
0.837866666666667,2.82591105021981,"DTR-CF","linear interactions","train","10"
0.847644444444444,2.62901713476014,"DTR-CF","linear interactions","train","10"
0.863288888888889,2.06221734302119,"DTR-CF","linear interactions","train","10"
0.854488888888889,2.47403873248393,"DTR-CF","linear interactions","train","10"
0.853511111111111,2.31726629321744,"DTR-CF","linear interactions","train","10"
0.840622222222222,2.94525072741049,"DTR-CF","linear interactions","train","10"
0.858311111111111,2.25798789685361,"DTR-CF","linear interactions","train","10"
0.882755555555556,1.58448609910145,"DTR-CF","linear interactions","train","10"
0.862577777777778,2.2574141113399,"DTR-CF","linear interactions","train","10"
0.849866666666667,2.24301172924484,"DTR-CF","linear interactions","train","10"
0.854488888888889,2.5840985631853,"DTR-CF","linear interactions","train","20"
0.8416,2.81949941860233,"DTR-CF","linear interactions","train","20"
0.836177777777778,3.0063744433364,"DTR-CF","linear interactions","train","20"
0.847022222222222,2.63033181175624,"DTR-CF","linear interactions","train","20"
0.807022222222222,3.16799543981882,"DTR-CF","linear interactions","train","20"
0.834577777777778,2.99842286727565,"DTR-CF","linear interactions","train","20"
0.838666666666667,2.97208690555903,"DTR-CF","linear interactions","train","20"
0.840622222222222,2.82641008573697,"DTR-CF","linear interactions","train","20"
0.836355555555556,3.08001084326247,"DTR-CF","linear interactions","train","20"
0.835644444444444,2.95451607169036,"DTR-CF","linear interactions","train","20"
0.847288888888889,2.74840387689312,"DTR-CF","linear interactions","train","30"
0.838044444444444,2.88103377753273,"DTR-CF","linear interactions","train","30"
0.8384,2.93525906485475,"DTR-CF","linear interactions","train","30"
0.838577777777778,2.87198984648095,"DTR-CF","linear interactions","train","30"
0.832355555555556,2.89471561195703,"DTR-CF","linear interactions","train","30"
0.838666666666667,2.82508761774285,"DTR-CF","linear interactions","train","30"
0.847022222222222,2.67596347850356,"DTR-CF","linear interactions","train","30"
0.836444444444444,3.05244363099406,"DTR-CF","linear interactions","train","30"
0.835733333333333,2.99152494384487,"DTR-CF","linear interactions","train","30"
0.834933333333333,2.94865617444347,"DTR-CF","linear interactions","train","30"
0.843822222222222,2.92623848704063,"DTR-CF","linear interactions","train","40"
0.837244444444444,2.94566672404613,"DTR-CF","linear interactions","train","40"
0.832444444444444,2.96876657133918,"DTR-CF","linear interactions","train","40"
0.835288888888889,2.97520547493736,"DTR-CF","linear interactions","train","40"
0.838666666666667,2.93301878506193,"DTR-CF","linear interactions","train","40"
0.837688888888889,3.02760343339753,"DTR-CF","linear interactions","train","40"
0.841155555555556,2.85469488731587,"DTR-CF","linear interactions","train","40"
0.840622222222222,2.88728913942019,"DTR-CF","linear interactions","train","40"
0.8384,2.90680440611702,"DTR-CF","linear interactions","train","40"
0.839733333333333,2.90556965220969,"DTR-CF","linear interactions","train","40"
0.841688888888889,2.90381833192674,"DTR-CF","linear interactions","train","50"
0.838222222222222,2.91289855627206,"DTR-CF","linear interactions","train","50"
0.839733333333333,2.99336804419675,"DTR-CF","linear interactions","train","50"
0.830133333333333,3.06431026195328,"DTR-CF","linear interactions","train","50"
0.838666666666667,2.91110051504274,"DTR-CF","linear interactions","train","50"
0.843022222222222,2.86855289197551,"DTR-CF","linear interactions","train","50"
0.835466666666667,2.99224590164339,"DTR-CF","linear interactions","train","50"
0.832888888888889,3.00378945272517,"DTR-CF","linear interactions","train","50"
0.836,2.90697413207694,"DTR-CF","linear interactions","train","50"
0.837422222222222,2.95586351608362,"DTR-CF","linear interactions","train","50"
0.839911111111111,2.81991049538299,"DTR-CF","linear interactions","train","60"
0.837066666666667,2.85093121785127,"DTR-CF","linear interactions","train","60"
0.839466666666667,2.88211538555991,"DTR-CF","linear interactions","train","60"
0.8416,2.9076901569305,"DTR-CF","linear interactions","train","60"
0.835022222222222,2.95239399689386,"DTR-CF","linear interactions","train","60"
0.833422222222222,3.05904812730249,"DTR-CF","linear interactions","train","60"
0.841155555555556,2.94334742045681,"DTR-CF","linear interactions","train","60"
0.835377777777778,2.96023781089884,"DTR-CF","linear interactions","train","60"
0.838488888888889,3.05762548315391,"DTR-CF","linear interactions","train","60"
0.8376,2.83247963367691,"DTR-CF","linear interactions","train","60"
0.836355555555556,2.89081122232626,"DTR-CF","linear interactions","train","70"
0.839733333333333,2.87156649705978,"DTR-CF","linear interactions","train","70"
0.834311111111111,2.9837770521295,"DTR-CF","linear interactions","train","70"
0.837333333333333,2.84681573497342,"DTR-CF","linear interactions","train","70"
0.836533333333333,2.95152360876773,"DTR-CF","linear interactions","train","70"
0.837866666666667,2.94918343508435,"DTR-CF","linear interactions","train","70"
0.844711111111111,2.79825375211246,"DTR-CF","linear interactions","train","70"
0.841777777777778,2.81806085189891,"DTR-CF","linear interactions","train","70"
0.834755555555556,2.9333906090993,"DTR-CF","linear interactions","train","70"
0.835555555555556,2.85530660898458,"DTR-CF","linear interactions","train","70"
0.8152,5.87780125470515,"DTR-CF","linear interactions","train","80"
0.843111111111111,2.80199594875745,"DTR-CF","linear interactions","train","80"
0.835822222222222,3.02087792042072,"DTR-CF","linear interactions","train","80"
0.829777777777778,4.37583821699611,"DTR-CF","linear interactions","train","80"
0.835111111111111,2.97578202518078,"DTR-CF","linear interactions","train","80"
0.840444444444444,2.95388899253141,"DTR-CF","linear interactions","train","80"
0.8336,3.33498754576184,"DTR-CF","linear interactions","train","80"
0.801333333333333,8.88531892832814,"DTR-CF","linear interactions","train","80"
0.837155555555556,2.9091212723178,"DTR-CF","linear interactions","train","80"
0.836888888888889,2.90565204496834,"DTR-CF","linear interactions","train","80"
0.5936,19.5064609076037,"k-NN Regression","non-linear interactions","train","10"
0.576622222222222,20.5944832452759,"k-NN Regression","non-linear interactions","train","10"
0.588,20.2463167693858,"k-NN Regression","non-linear interactions","train","10"
0.594844444444444,22.323800277569,"k-NN Regression","non-linear interactions","train","10"
0.576444444444444,21.7276773090972,"k-NN Regression","non-linear interactions","train","10"
0.586755555555556,21.1127748737288,"k-NN Regression","non-linear interactions","train","10"
0.586577777777778,20.6633569616935,"k-NN Regression","non-linear interactions","train","10"
0.579555555555556,20.9718752883551,"k-NN Regression","non-linear interactions","train","10"
0.583822222222222,21.1952297854934,"k-NN Regression","non-linear interactions","train","10"
0.585422222222222,20.7524671324826,"k-NN Regression","non-linear interactions","train","10"
0.564444444444444,21.8527651666962,"k-NN Regression","non-linear interactions","train","20"
0.566933333333333,21.7991319470245,"k-NN Regression","non-linear interactions","train","20"
0.568622222222222,22.799462016815,"k-NN Regression","non-linear interactions","train","20"
0.556622222222222,22.3631609647894,"k-NN Regression","non-linear interactions","train","20"
0.560622222222222,22.2751478661887,"k-NN Regression","non-linear interactions","train","20"
0.551111111111111,22.2229779698629,"k-NN Regression","non-linear interactions","train","20"
0.564266666666667,21.7686417258493,"k-NN Regression","non-linear interactions","train","20"
0.549333333333333,25.1826910793187,"k-NN Regression","non-linear interactions","train","20"
0.568177777777778,21.4508791094371,"k-NN Regression","non-linear interactions","train","20"
0.564888888888889,20.9185100212722,"k-NN Regression","non-linear interactions","train","20"
0.552711111111111,24.0272361464576,"k-NN Regression","non-linear interactions","train","30"
0.568977777777778,22.6290101194121,"k-NN Regression","non-linear interactions","train","30"
0.561333333333333,22.7396317869809,"k-NN Regression","non-linear interactions","train","30"
0.548977777777778,23.5547156107313,"k-NN Regression","non-linear interactions","train","30"
0.544355555555556,24.9291030552448,"k-NN Regression","non-linear interactions","train","30"
0.547644444444444,23.115774198144,"k-NN Regression","non-linear interactions","train","30"
0.575466666666667,20.8171744909396,"k-NN Regression","non-linear interactions","train","30"
0.551733333333333,23.7451725130611,"k-NN Regression","non-linear interactions","train","30"
0.567733333333333,21.1054568284179,"k-NN Regression","non-linear interactions","train","30"
0.548266666666667,24.1884774969601,"k-NN Regression","non-linear interactions","train","30"
0.535822222222222,24.7420430261045,"k-NN Regression","non-linear interactions","train","40"
0.537244444444444,25.4875572094031,"k-NN Regression","non-linear interactions","train","40"
0.533688888888889,25.4184584709008,"k-NN Regression","non-linear interactions","train","40"
0.564622222222222,20.5956876557658,"k-NN Regression","non-linear interactions","train","40"
0.545688888888889,23.03453439972,"k-NN Regression","non-linear interactions","train","40"
0.545155555555556,23.9553858508757,"k-NN Regression","non-linear interactions","train","40"
0.565066666666667,21.6778253540552,"k-NN Regression","non-linear interactions","train","40"
0.552533333333333,23.0068403576408,"k-NN Regression","non-linear interactions","train","40"
0.553333333333333,22.1375346162135,"k-NN Regression","non-linear interactions","train","40"
0.550844444444444,22.6522514117088,"k-NN Regression","non-linear interactions","train","40"
0.537155555555556,24.9848425515897,"k-NN Regression","non-linear interactions","train","50"
0.484266666666667,31.5354945585543,"k-NN Regression","non-linear interactions","train","50"
0.565244444444444,22.0583985190019,"k-NN Regression","non-linear interactions","train","50"
0.537244444444444,25.0908126384266,"k-NN Regression","non-linear interactions","train","50"
0.5264,26.1641850131161,"k-NN Regression","non-linear interactions","train","50"
0.545155555555556,23.1105289367721,"k-NN Regression","non-linear interactions","train","50"
0.5152,28.0270237210264,"k-NN Regression","non-linear interactions","train","50"
0.546222222222222,23.6012160526211,"k-NN Regression","non-linear interactions","train","50"
0.5752,20.3236447381521,"k-NN Regression","non-linear interactions","train","50"
0.536266666666667,24.8082426976069,"k-NN Regression","non-linear interactions","train","50"
0.549422222222222,24.0728653834913,"k-NN Regression","non-linear interactions","train","60"
0.5256,25.6316389853001,"k-NN Regression","non-linear interactions","train","60"
0.520622222222222,27.0438403772129,"k-NN Regression","non-linear interactions","train","60"
0.538044444444444,24.9052461337628,"k-NN Regression","non-linear interactions","train","60"
0.5304,24.9414631810881,"k-NN Regression","non-linear interactions","train","60"
0.518133333333333,25.7123838232506,"k-NN Regression","non-linear interactions","train","60"
0.5264,25.0093997625854,"k-NN Regression","non-linear interactions","train","60"
0.532355555555556,25.3573285577973,"k-NN Regression","non-linear interactions","train","60"
0.5272,27.6702201370403,"k-NN Regression","non-linear interactions","train","60"
0.560622222222222,20.4424557331019,"k-NN Regression","non-linear interactions","train","60"
0.527733333333333,24.5513977928086,"k-NN Regression","non-linear interactions","train","70"
0.521511111111111,28.8851192486923,"k-NN Regression","non-linear interactions","train","70"
0.537511111111111,24.1982783636222,"k-NN Regression","non-linear interactions","train","70"
0.516,28.1459723576365,"k-NN Regression","non-linear interactions","train","70"
0.5296,25.7406255060577,"k-NN Regression","non-linear interactions","train","70"
0.516266666666667,26.3910344273547,"k-NN Regression","non-linear interactions","train","70"
0.5216,26.508806645388,"k-NN Regression","non-linear interactions","train","70"
0.520977777777778,26.6677721190323,"k-NN Regression","non-linear interactions","train","70"
0.524,25.6564405012992,"k-NN Regression","non-linear interactions","train","70"
0.529688888888889,30.6293844824472,"k-NN Regression","non-linear interactions","train","70"
0.522755555555556,24.764577556136,"k-NN Regression","non-linear interactions","train","80"
0.545244444444444,23.0488190202937,"k-NN Regression","non-linear interactions","train","80"
0.517777777777778,27.2985632844106,"k-NN Regression","non-linear interactions","train","80"
0.5064,27.521320455826,"k-NN Regression","non-linear interactions","train","80"
0.523022222222222,28.0163261891581,"k-NN Regression","non-linear interactions","train","80"
0.521422222222222,25.8822154881785,"k-NN Regression","non-linear interactions","train","80"
0.511822222222222,26.5063571256892,"k-NN Regression","non-linear interactions","train","80"
0.517066666666667,25.9086126485789,"k-NN Regression","non-linear interactions","train","80"
0.504177777777778,28.4103856940097,"k-NN Regression","non-linear interactions","train","80"
0.520355555555556,26.2095125329025,"k-NN Regression","non-linear interactions","train","80"
0.649422222222222,18.3214724597549,"CART","non-linear interactions","train","10"
0.627022222222222,23.552135410605,"CART","non-linear interactions","train","10"
0.6784,14.9310860544484,"CART","non-linear interactions","train","10"
0.624177777777778,22.9717250185893,"CART","non-linear interactions","train","10"
