"Accuracy","Regret","Approach","Scenario","Data","Parameter"
0.669333333333333,12.2926891318067,"DTR-CT","non-linear interactions","test","20"
0.702133333333333,10.1200210771904,"DTR-CT","non-linear interactions","test","20"
0.650666666666667,14.417022221205,"DTR-CT","non-linear interactions","test","20"
0.725066666666667,9.44587931519283,"DTR-CT","non-linear interactions","test","20"
0.6776,11.6444009373448,"DTR-CT","non-linear interactions","test","30"
0.667466666666667,13.8904111640883,"DTR-CT","non-linear interactions","test","30"
0.747466666666667,10.4643143067543,"DTR-CT","non-linear interactions","test","30"
0.680533333333333,14.8927182801333,"DTR-CT","non-linear interactions","test","30"
0.723733333333333,10.1486654480884,"DTR-CT","non-linear interactions","test","30"
0.679466666666667,15.1579225351748,"DTR-CT","non-linear interactions","test","30"
0.647466666666667,17.7379797442844,"DTR-CT","non-linear interactions","test","30"
0.692266666666667,11.9894570276945,"DTR-CT","non-linear interactions","test","30"
0.6968,13.8518801997055,"DTR-CT","non-linear interactions","test","30"
0.705066666666667,12.1709959831327,"DTR-CT","non-linear interactions","test","30"
0.6896,13.1030888495639,"DTR-CT","non-linear interactions","test","40"
0.6808,15.0930438655315,"DTR-CT","non-linear interactions","test","40"
0.6752,17.0093208348,"DTR-CT","non-linear interactions","test","40"
0.699733333333333,13.7891524211065,"DTR-CT","non-linear interactions","test","40"
0.6248,19.1457841447114,"DTR-CT","non-linear interactions","test","40"
0.720266666666667,12.4010815846563,"DTR-CT","non-linear interactions","test","40"
0.727733333333333,11.0545191419143,"DTR-CT","non-linear interactions","test","40"
0.646133333333333,13.0469456019847,"DTR-CT","non-linear interactions","test","40"
0.6992,11.4710117533726,"DTR-CT","non-linear interactions","test","40"
0.681066666666667,12.2520679587998,"DTR-CT","non-linear interactions","test","40"
0.674933333333333,13.849630898719,"DTR-CT","non-linear interactions","test","50"
0.6696,13.2504990330245,"DTR-CT","non-linear interactions","test","50"
0.643466666666667,15.2132000857185,"DTR-CT","non-linear interactions","test","50"
0.663466666666667,14.6089946326597,"DTR-CT","non-linear interactions","test","50"
0.654933333333333,21.6663461094718,"DTR-CT","non-linear interactions","test","50"
0.628266666666667,15.3099350130166,"DTR-CT","non-linear interactions","test","50"
0.6624,13.7627733235176,"DTR-CT","non-linear interactions","test","50"
0.5696,31.3296220385631,"DTR-CT","non-linear interactions","test","50"
0.752266666666667,9.58679876802689,"DTR-CT","non-linear interactions","test","50"
0.687733333333333,13.7580829011207,"DTR-CT","non-linear interactions","test","50"
0.683733333333333,13.7586107922446,"DTR-CT","non-linear interactions","test","60"
0.6928,12.195306675669,"DTR-CT","non-linear interactions","test","60"
0.714133333333333,12.9240844149037,"DTR-CT","non-linear interactions","test","60"
0.706933333333333,13.5437250015763,"DTR-CT","non-linear interactions","test","60"
0.683733333333333,12.4649503954585,"DTR-CT","non-linear interactions","test","60"
0.6856,14.7963012228512,"DTR-CT","non-linear interactions","test","60"
0.693066666666667,14.0580226893134,"DTR-CT","non-linear interactions","test","60"
0.6568,16.2931970351732,"DTR-CT","non-linear interactions","test","60"
0.6976,12.8416331773554,"DTR-CT","non-linear interactions","test","60"
0.689333333333333,13.3555960935733,"DTR-CT","non-linear interactions","test","60"
0.685333333333333,13.1206933256831,"DTR-CT","non-linear interactions","test","70"
0.681066666666667,13.6231656581534,"DTR-CT","non-linear interactions","test","70"
0.6632,14.9345487457775,"DTR-CT","non-linear interactions","test","70"
0.701066666666667,12.4504658862559,"DTR-CT","non-linear interactions","test","70"
0.703733333333333,10.9750428847575,"DTR-CT","non-linear interactions","test","70"
0.676266666666667,11.9683794420579,"DTR-CT","non-linear interactions","test","70"
0.6144,17.2093249636993,"DTR-CT","non-linear interactions","test","70"
0.6992,14.3969519917915,"DTR-CT","non-linear interactions","test","70"
0.722933333333333,11.1785452665454,"DTR-CT","non-linear interactions","test","70"
0.6696,15.4768606063726,"DTR-CT","non-linear interactions","test","70"
0.704266666666667,13.4275620165173,"DTR-CT","non-linear interactions","test","80"
0.697333333333333,11.7220606232873,"DTR-CT","non-linear interactions","test","80"
0.651466666666667,15.8103140422001,"DTR-CT","non-linear interactions","test","80"
0.681066666666667,21.604263919351,"DTR-CT","non-linear interactions","test","80"
0.6792,15.2304434678416,"DTR-CT","non-linear interactions","test","80"
0.705066666666667,13.2402217300708,"DTR-CT","non-linear interactions","test","80"
0.678933333333333,14.8646144496792,"DTR-CT","non-linear interactions","test","80"
0.659733333333333,14.4147320778774,"DTR-CT","non-linear interactions","test","80"
0.655733333333333,17.1281000138222,"DTR-CT","non-linear interactions","test","80"
0.706666666666667,11.4078020426186,"DTR-CT","non-linear interactions","test","80"
0.754933333333333,7.28183947447381,"DTR-CF","non-linear interactions","test","10"
0.746666666666667,6.96469543311802,"DTR-CF","non-linear interactions","test","10"
0.761066666666667,6.90707823574012,"DTR-CF","non-linear interactions","test","10"
0.7576,6.8567273304149,"DTR-CF","non-linear interactions","test","10"
0.749066666666667,6.91218253246852,"DTR-CF","non-linear interactions","test","10"
0.749866666666667,7.89332475105356,"DTR-CF","non-linear interactions","test","10"
0.740533333333333,9.04116279877187,"DTR-CF","non-linear interactions","test","10"
0.7424,7.61998055378233,"DTR-CF","non-linear interactions","test","10"
0.748533333333333,7.4116688283543,"DTR-CF","non-linear interactions","test","10"
0.764,6.97076048676045,"DTR-CF","non-linear interactions","test","10"
0.725866666666667,10.0459826015756,"DTR-CF","non-linear interactions","test","20"
0.7336,9.80914811489689,"DTR-CF","non-linear interactions","test","20"
0.723466666666667,10.879317018996,"DTR-CF","non-linear interactions","test","20"
0.725866666666667,10.1095681667019,"DTR-CF","non-linear interactions","test","20"
0.726666666666667,10.9119585098197,"DTR-CF","non-linear interactions","test","20"
0.731466666666667,9.93829157123402,"DTR-CF","non-linear interactions","test","20"
0.7272,10.3964306899605,"DTR-CF","non-linear interactions","test","20"
0.7512,9.46770930381982,"DTR-CF","non-linear interactions","test","20"
0.7432,9.29284563073551,"DTR-CF","non-linear interactions","test","20"
0.742933333333333,9.08332325852288,"DTR-CF","non-linear interactions","test","20"
0.738133333333333,9.71971148475147,"DTR-CF","non-linear interactions","test","30"
0.708,10.8953262327307,"DTR-CF","non-linear interactions","test","30"
0.729066666666667,34.9028079972319,"DTR-CF","non-linear interactions","test","30"
0.714666666666667,12.4459778451517,"DTR-CF","non-linear interactions","test","30"
0.730933333333333,11.5165695686828,"DTR-CF","non-linear interactions","test","30"
0.7488,9.35646787066996,"DTR-CF","non-linear interactions","test","30"
0.7144,10.9247216807678,"DTR-CF","non-linear interactions","test","30"
0.7192,11.0136666475521,"DTR-CF","non-linear interactions","test","30"
0.732,11.5984989989647,"DTR-CF","non-linear interactions","test","30"
0.720266666666667,11.2528053854678,"DTR-CF","non-linear interactions","test","30"
0.728533333333333,9.97043571009322,"DTR-CF","non-linear interactions","test","40"
0.725066666666667,10.4546904749389,"DTR-CF","non-linear interactions","test","40"
0.713866666666667,10.6150390627633,"DTR-CF","non-linear interactions","test","40"
0.7184,10.102704350704,"DTR-CF","non-linear interactions","test","40"
0.712,10.3863959272763,"DTR-CF","non-linear interactions","test","40"
0.722933333333333,10.8451463198572,"DTR-CF","non-linear interactions","test","40"
0.7112,11.0625859420278,"DTR-CF","non-linear interactions","test","40"
0.7168,10.1425659746895,"DTR-CF","non-linear interactions","test","40"
0.736266666666667,10.2839701447078,"DTR-CF","non-linear interactions","test","40"
0.720266666666667,10.6733020178897,"DTR-CF","non-linear interactions","test","40"
0.685866666666667,14.388937782294,"DTR-CF","non-linear interactions","test","50"
0.743733333333333,10.6943929663665,"DTR-CF","non-linear interactions","test","50"
0.717866666666667,11.1389460108278,"DTR-CF","non-linear interactions","test","50"
0.686133333333333,13.9423939289354,"DTR-CF","non-linear interactions","test","50"
0.693066666666667,13.6258262758095,"DTR-CF","non-linear interactions","test","50"
0.705066666666667,12.0308624809664,"DTR-CF","non-linear interactions","test","50"
0.713066666666667,12.2905944989499,"DTR-CF","non-linear interactions","test","50"
0.674666666666667,15.4162110909343,"DTR-CF","non-linear interactions","test","50"
0.677866666666667,15.3045877001661,"DTR-CF","non-linear interactions","test","50"
0.712,11.1660773590048,"DTR-CF","non-linear interactions","test","50"
0.687466666666667,13.3908397676013,"DTR-CF","non-linear interactions","test","60"
0.694933333333333,15.5686827148779,"DTR-CF","non-linear interactions","test","60"
0.705333333333333,14.2234377499132,"DTR-CF","non-linear interactions","test","60"
0.7192,14.0161607988091,"DTR-CF","non-linear interactions","test","60"
0.709333333333333,14.5055871958152,"DTR-CF","non-linear interactions","test","60"
0.683733333333333,15.0749339580033,"DTR-CF","non-linear interactions","test","60"
0.6984,14.0278362685566,"DTR-CF","non-linear interactions","test","60"
0.6952,19.9155420892204,"DTR-CF","non-linear interactions","test","60"
0.724533333333333,13.7517791900256,"DTR-CF","non-linear interactions","test","60"
0.686133333333333,17.1232057034451,"DTR-CF","non-linear interactions","test","60"
0.696533333333333,12.428531967658,"DTR-CF","non-linear interactions","test","70"
0.7264,11.6033081276704,"DTR-CF","non-linear interactions","test","70"
0.688,14.0828500282536,"DTR-CF","non-linear interactions","test","70"
0.7128,11.6660932735819,"DTR-CF","non-linear interactions","test","70"
0.6848,15.972925845427,"DTR-CF","non-linear interactions","test","70"
0.688533333333333,14.2623101669446,"DTR-CF","non-linear interactions","test","70"
0.7136,15.3550227635025,"DTR-CF","non-linear interactions","test","70"
0.693333333333333,14.5524545949402,"DTR-CF","non-linear interactions","test","70"
0.724266666666667,11.0688651139152,"DTR-CF","non-linear interactions","test","70"
0.697333333333333,15.6832140204027,"DTR-CF","non-linear interactions","test","70"
0.6992,12.467069698754,"DTR-CF","non-linear interactions","test","80"
0.666133333333333,28.4739572218654,"DTR-CF","non-linear interactions","test","80"
0.668,23.0591122311056,"DTR-CF","non-linear interactions","test","80"
0.693333333333333,12.7876721160302,"DTR-CF","non-linear interactions","test","80"
0.666133333333333,20.6864411221818,"DTR-CF","non-linear interactions","test","80"
0.650133333333333,21.8746007327972,"DTR-CF","non-linear interactions","test","80"
0.6384,23.5281146892013,"DTR-CF","non-linear interactions","test","80"
0.688266666666667,12.2594282373803,"DTR-CF","non-linear interactions","test","80"
0.654666666666667,19.60161600765,"DTR-CF","non-linear interactions","test","80"
0.664266666666667,20.0878615953384,"DTR-CF","non-linear interactions","test","80"
