"Accuracy","Regret","Approach","Scenario","Data"
0.713866666666667,20.902809205477,"Q-Learning","linear interactions","test"
0.7128,21.2196246617913,"Q-Learning","linear interactions","test"
0.715466666666667,20.8711953716475,"Q-Learning","linear interactions","test"
0.718933333333333,21.2179436327849,"Q-Learning","linear interactions","test"
0.723733333333333,20.2677920464047,"Q-Learning","linear interactions","test"
0.714933333333333,22.0298069421179,"Q-Learning","linear interactions","test"
0.709866666666667,21.5647288717449,"Q-Learning","linear interactions","test"
0.7208,20.3219941229041,"Q-Learning","linear interactions","test"
0.710933333333333,21.4635747001205,"Q-Learning","linear interactions","test"
0.714133333333333,21.4376148892618,"Q-Learning","linear interactions","test"
0.729066666666667,19.2734173686855,"Q-Learning","linear interactions","test"
0.712266666666667,20.9061102688037,"Q-Learning","linear interactions","test"
0.711733333333333,21.6487081428308,"Q-Learning","linear interactions","test"
0.732533333333333,18.9269522042527,"Q-Learning","linear interactions","test"
0.717333333333333,20.3798647801834,"Q-Learning","linear interactions","test"
0.713866666666667,22.6015150568696,"Q-Learning","linear interactions","test"
0.7192,20.5351528312854,"Q-Learning","linear interactions","test"
0.711466666666667,21.4271449638551,"Q-Learning","linear interactions","test"
0.710933333333333,22.4737499728771,"Q-Learning","linear interactions","test"
0.716266666666667,21.2679243370398,"Q-Learning","linear interactions","test"
0.715733333333333,20.4490132248565,"Q-Learning","linear interactions","test"
0.7112,21.9991525432698,"Q-Learning","linear interactions","test"
0.718133333333333,20.021391113724,"Q-Learning","linear interactions","test"
0.7184,20.470582118103,"Q-Learning","linear interactions","test"
0.702933333333333,21.692065352736,"Q-Learning","linear interactions","test"
0.7248,20.1531796596622,"Q-Learning","linear interactions","test"
0.722933333333333,20.3071669278016,"Q-Learning","linear interactions","test"
0.719733333333333,21.485399624954,"Q-Learning","linear interactions","test"
0.710133333333333,21.5016207788135,"Q-Learning","linear interactions","test"
0.722933333333333,20.5514053305676,"Q-Learning","linear interactions","test"
0.7256,19.0742717456282,"Q-Learning","linear interactions","test"
0.714133333333333,21.7232121407201,"Q-Learning","linear interactions","test"
0.7184,20.6243005414475,"Q-Learning","linear interactions","test"
0.703466666666667,21.5044373433248,"Q-Learning","linear interactions","test"
0.714933333333333,21.582185642402,"Q-Learning","linear interactions","test"
0.7152,21.1463954211503,"Q-Learning","linear interactions","test"
0.731466666666667,18.6897505706826,"Q-Learning","linear interactions","test"
0.717866666666667,21.6015909794003,"Q-Learning","linear interactions","test"
0.7272,20.0649068714866,"Q-Learning","linear interactions","test"
0.720533333333333,19.5231980571598,"Q-Learning","linear interactions","test"
0.715733333333333,21.047735336782,"Q-Learning","linear interactions","test"
0.72,21.7998044237471,"Q-Learning","linear interactions","test"
0.730666666666667,18.6115884418889,"Q-Learning","linear interactions","test"
0.7152,20.756789208674,"Q-Learning","linear interactions","test"
0.707466666666667,21.0715747620951,"Q-Learning","linear interactions","test"
0.708,21.4551021306058,"Q-Learning","linear interactions","test"
0.6992,21.754918243732,"Q-Learning","linear interactions","test"
0.6944,22.5009537743167,"Q-Learning","linear interactions","test"
0.715466666666667,21.1400720023595,"Q-Learning","linear interactions","test"
0.720533333333333,20.5760440232632,"Q-Learning","linear interactions","test"
0.706933333333333,21.1439193064564,"Q-Learning","linear interactions","test"
0.710666666666667,21.7787762105422,"Q-Learning","linear interactions","test"
0.7112,21.7262043762143,"Q-Learning","linear interactions","test"
0.6976,23.3269428036945,"Q-Learning","linear interactions","test"
0.7424,19.5594659543,"Q-Learning","linear interactions","test"
0.716,20.1950326601617,"Q-Learning","linear interactions","test"
0.728,19.1496841415627,"Q-Learning","linear interactions","test"
0.7072,21.098368016513,"Q-Learning","linear interactions","test"
0.732533333333333,18.1852757238337,"DWOLS","linear interactions","test"
0.731733333333333,19.4228525978787,"DWOLS","linear interactions","test"
0.726933333333333,19.5462147353773,"DWOLS","linear interactions","test"
0.713333333333333,21.1389746283139,"DWOLS","linear interactions","test"
0.741866666666667,16.8583507404026,"DWOLS","linear interactions","test"
0.728266666666667,18.9016420753434,"DWOLS","linear interactions","test"
0.736266666666667,18.6377094339971,"DWOLS","linear interactions","test"
0.722933333333333,20.7883607472758,"DWOLS","linear interactions","test"
0.730933333333333,19.7390656007995,"DWOLS","linear interactions","test"
0.7176,20.3053813915931,"DWOLS","linear interactions","test"
0.7288,20.700966602759,"DWOLS","linear interactions","test"
0.7208,20.0181630312431,"DWOLS","linear interactions","test"
0.731466666666667,19.8213828625188,"DWOLS","linear interactions","test"
0.730666666666667,19.3412979971653,"DWOLS","linear interactions","test"
0.7272,19.0021795624095,"DWOLS","linear interactions","test"
0.721066666666667,20.0440163112312,"DWOLS","linear interactions","test"
0.7264,21.0028314808634,"DWOLS","linear interactions","test"
0.750933333333333,17.3019682639972,"DWOLS","linear interactions","test"
0.718933333333333,21.2422871921259,"DWOLS","linear interactions","test"
0.725333333333333,19.8458748228387,"DWOLS","linear interactions","test"
0.7192,19.8634569543631,"DWOLS","linear interactions","test"
0.736,19.1605767127465,"DWOLS","linear interactions","test"
0.7008,22.1571008987332,"DWOLS","linear interactions","test"
0.716533333333333,19.6024736685397,"DWOLS","linear interactions","test"
0.719466666666667,21.3814505059466,"DWOLS","linear interactions","test"
0.709333333333333,20.9037966895281,"DWOLS","linear interactions","test"
0.7224,20.6852233806097,"DWOLS","linear interactions","test"
0.715733333333333,21.3133422798633,"DWOLS","linear interactions","test"
0.730133333333333,19.6360296591761,"DWOLS","linear interactions","test"
0.724266666666667,20.9156424497845,"DWOLS","linear interactions","test"
0.724266666666667,19.8725765339353,"DWOLS","linear interactions","test"
0.735466666666667,17.9710472863218,"DWOLS","linear interactions","test"
0.7384,18.969809433138,"DWOLS","linear interactions","test"
0.721066666666667,19.3745042222143,"DWOLS","linear interactions","test"
0.732,18.9036383923892,"DWOLS","linear interactions","test"
0.712,21.4975171023596,"DWOLS","linear interactions","test"
0.727466666666667,18.5449736332489,"DWOLS","linear interactions","test"
0.712,21.9206939653123,"DWOLS","linear interactions","test"
0.726933333333333,19.4993089813198,"DWOLS","linear interactions","test"
0.7368,18.1947341088019,"DWOLS","linear interactions","test"
0.706133333333333,21.5586779327158,"DWOLS","linear interactions","test"
0.718133333333333,20.6027476848275,"DWOLS","linear interactions","test"
0.714666666666667,21.3261308801506,"DWOLS","linear interactions","test"
0.728,19.2825381032253,"DWOLS","linear interactions","test"
0.7328,18.5402635123619,"DWOLS","linear interactions","test"
0.721866666666667,18.8331347792397,"DWOLS","linear interactions","test"
0.7152,20.8486962581233,"DWOLS","linear interactions","test"
0.7216,20.4741951341851,"DWOLS","linear interactions","test"
0.730933333333333,18.550022211764,"DWOLS","linear interactions","test"
0.716533333333333,20.9425926076504,"DWOLS","linear interactions","test"
0.7344,19.2746436342206,"DWOLS","linear interactions","test"
0.732266666666667,20.1827714556126,"DWOLS","linear interactions","test"
0.730133333333333,19.7457099623934,"DWOLS","linear interactions","test"
0.7328,18.9254746954335,"DWOLS","linear interactions","test"
0.7304,19.2168406128975,"DWOLS","linear interactions","test"
0.733066666666667,19.1854075115921,"DWOLS","linear interactions","test"
0.717066666666667,21.4976741875646,"DWOLS","linear interactions","test"
0.7192,21.3226620997938,"DWOLS","linear interactions","test"
0.721333333333333,20.6956801325719,"DWOLS","linear interactions","test"
0.721066666666667,20.3807478384044,"DWOLS","linear interactions","test"
0.731733333333333,19.6203908566382,"DWOLS","linear interactions","test"
0.710666666666667,21.7397139795133,"DWOLS","linear interactions","test"
0.723466666666667,20.4853801702259,"DWOLS","linear interactions","test"
0.723466666666667,20.2278519135041,"DWOLS","linear interactions","test"
0.704533333333333,22.670919053528,"DWOLS","linear interactions","test"
0.730666666666667,20.633847969338,"DWOLS","linear interactions","test"
0.724,20.4180841845471,"DWOLS","linear interactions","test"
0.7208,20.1650201296354,"DWOLS","linear interactions","test"
0.726133333333333,19.6967354795863,"DWOLS","linear interactions","test"
0.7352,18.6271387503057,"DWOLS","linear interactions","test"
0.720533333333333,19.1070781744719,"DWOLS","linear interactions","test"
0.750666666666667,17.2929444616099,"DWOLS","linear interactions","test"
0.725866666666667,19.3902290800032,"DWOLS","linear interactions","test"
0.730666666666667,19.9032529818163,"DWOLS","linear interactions","test"
0.718133333333333,20.7970274709788,"DWOLS","linear interactions","test"
0.705066666666667,22.9977599048996,"DWOLS","linear interactions","test"
0.720266666666667,20.2371632292457,"DWOLS","linear interactions","test"
0.7184,20.5379462808267,"DWOLS","linear interactions","test"
0.707733333333333,22.1648263341733,"DWOLS","linear interactions","test"
0.724266666666667,19.8147669594979,"DWOLS","linear interactions","test"
0.724533333333333,18.7006479114926,"DWOLS","linear interactions","test"
0.720533333333333,20.7377472595662,"DWOLS","linear interactions","test"
0.739733333333333,18.9669372938421,"DWOLS","linear interactions","test"
0.728533333333333,19.1969732855405,"DWOLS","linear interactions","test"
0.7176,19.8683936254658,"DWOLS","linear interactions","test"
0.7104,21.0856129440367,"DWOLS","linear interactions","test"
0.722666666666667,20.3831045722152,"DWOLS","linear interactions","test"
0.728266666666667,19.6696642063878,"DWOLS","linear interactions","test"
0.7208,20.1787143575807,"DWOLS","linear interactions","test"
0.7232,20.3861031867459,"DWOLS","linear interactions","test"
0.736,18.7369070056267,"DWOLS","linear interactions","test"
0.7112,21.7738802906409,"DWOLS","linear interactions","test"
0.724533333333333,20.0904010948505,"DWOLS","linear interactions","test"
0.727733333333333,20.616630345416,"DWOLS","linear interactions","test"
0.723466666666667,20.4282164427503,"DWOLS","linear interactions","test"
0.716,21.223573742076,"DWOLS","linear interactions","test"
0.7264,19.4539878129618,"DWOLS","linear interactions","test"
0.728266666666667,19.9533900057408,"DWOLS","linear interactions","test"
0.726933333333333,19.2708286335376,"DWOLS","linear interactions","test"
0.7208,20.3082408229402,"DWOLS","linear interactions","test"
0.448533333333333,47.6120689502008,"G-Estimation","linear interactions","test"
0.458133333333333,48.0024814993887,"G-Estimation","linear interactions","test"
0.511466666666667,42.3813096041092,"G-Estimation","linear interactions","test"
0.528,39.1501115465451,"G-Estimation","linear interactions","test"
0.476,41.7911780994449,"G-Estimation","linear interactions","test"
0.434666666666667,47.7267830085513,"G-Estimation","linear interactions","test"
0.437066666666667,46.1382657843192,"G-Estimation","linear interactions","test"
0.405066666666667,49.8504746947574,"G-Estimation","linear interactions","test"
0.445333333333333,46.5188622332723,"G-Estimation","linear interactions","test"
0.4568,43.6171409425398,"G-Estimation","linear interactions","test"
0.493333333333333,42.2652908042919,"G-Estimation","linear interactions","test"
0.464,43.942492727583,"G-Estimation","linear interactions","test"
0.432266666666667,47.7923807354479,"G-Estimation","linear interactions","test"
0.4464,45.4216634601619,"G-Estimation","linear interactions","test"
0.437066666666667,45.9107125719264,"G-Estimation","linear interactions","test"
0.468266666666667,46.1415835349701,"G-Estimation","linear interactions","test"
0.407733333333333,48.4770253688396,"G-Estimation","linear interactions","test"
0.4792,45.7410969111493,"G-Estimation","linear interactions","test"
0.438933333333333,41.9196799987881,"G-Estimation","linear interactions","test"
0.527466666666667,39.3218339733087,"G-Estimation","linear interactions","test"
0.440266666666667,45.6450392766239,"G-Estimation","linear interactions","test"
0.5488,36.1964539084491,"G-Estimation","linear interactions","test"
0.5184,37.0091655009971,"G-Estimation","linear interactions","test"
0.541066666666667,37.2894239755509,"G-Estimation","linear interactions","test"
0.497866666666667,42.3756831477233,"G-Estimation","linear interactions","test"
0.506933333333333,38.4253913812971,"G-Estimation","linear interactions","test"
0.4792,42.0026426223959,"G-Estimation","linear interactions","test"
0.446133333333333,45.2367834749922,"G-Estimation","linear interactions","test"
0.4304,46.563290592902,"G-Estimation","linear interactions","test"
0.456533333333333,46.122214532135,"G-Estimation","linear interactions","test"
0.5008,43.8835685429916,"G-Estimation","linear interactions","test"
0.536266666666667,37.0431027006762,"G-Estimation","linear interactions","test"
0.438666666666667,48.4280005641502,"G-Estimation","linear interactions","test"
0.5352,36.5082667323918,"G-Estimation","linear interactions","test"
0.405866666666667,50.3192989249067,"G-Estimation","linear interactions","test"
0.418933333333333,47.7264532707658,"G-Estimation","linear interactions","test"
0.4504,44.6779351288234,"G-Estimation","linear interactions","test"
0.4688,44.1648041757648,"G-Estimation","linear interactions","test"
0.5936,33.8014951994248,"G-Estimation","linear interactions","test"
0.454666666666667,47.1487457657967,"G-Estimation","linear interactions","test"
0.5,44.8127008509614,"G-Estimation","linear interactions","test"
0.5024,40.9194898612278,"G-Estimation","linear interactions","test"
0.462933333333333,44.4426072639277,"G-Estimation","linear interactions","test"
0.5024,41.7494157426015,"G-Estimation","linear interactions","test"
0.445333333333333,44.3143533129542,"G-Estimation","linear interactions","test"
0.4576,44.0985265963028,"G-Estimation","linear interactions","test"
0.462666666666667,45.8141951374631,"G-Estimation","linear interactions","test"
0.4616,43.6583178326112,"G-Estimation","linear interactions","test"
0.4552,44.4633809087353,"G-Estimation","linear interactions","test"
0.497866666666667,43.2148157827947,"G-Estimation","linear interactions","test"
0.465866666666667,43.0502650186253,"G-Estimation","linear interactions","test"
0.431733333333333,47.2850468804319,"G-Estimation","linear interactions","test"
0.5024,42.5624642141695,"G-Estimation","linear interactions","test"
0.497333333333333,37.241947098154,"G-Estimation","linear interactions","test"
0.488266666666667,43.5981224736347,"G-Estimation","linear interactions","test"
0.411466666666667,48.8602697534987,"G-Estimation","linear interactions","test"
0.4448,45.9033232473523,"G-Estimation","linear interactions","test"
0.440266666666667,47.0864622412782,"G-Estimation","linear interactions","test"
0.452,44.768283069069,"G-Estimation","linear interactions","test"
0.479733333333333,43.789934585256,"G-Estimation","linear interactions","test"
0.513333333333333,43.922166145041,"G-Estimation","linear interactions","test"
0.5408,39.5785983016533,"G-Estimation","linear interactions","test"
0.5192,39.4472331891696,"G-Estimation","linear interactions","test"
0.486933333333333,41.4904741544569,"G-Estimation","linear interactions","test"
0.424,47.8244836760843,"G-Estimation","linear interactions","test"
0.448,46.480711727128,"G-Estimation","linear interactions","test"
0.453333333333333,47.3179391878583,"G-Estimation","linear interactions","test"
0.5536,36.8419769345344,"G-Estimation","linear interactions","test"
0.442133333333333,45.6754727075091,"G-Estimation","linear interactions","test"
0.488266666666667,42.1723640335319,"G-Estimation","linear interactions","test"
0.527466666666667,37.6059935475055,"G-Estimation","linear interactions","test"
0.414133333333333,48.0244842724525,"G-Estimation","linear interactions","test"
0.452533333333333,41.7883236496718,"G-Estimation","linear interactions","test"
0.542133333333333,36.4861221036915,"G-Estimation","linear interactions","test"
0.493866666666667,36.7676523782123,"G-Estimation","linear interactions","test"
0.459733333333333,46.3748724869554,"G-Estimation","linear interactions","test"
0.489333333333333,42.9743111850165,"G-Estimation","linear interactions","test"
0.4496,47.101595872464,"G-Estimation","linear interactions","test"
0.466666666666667,46.57426215172,"G-Estimation","linear interactions","test"
0.458933333333333,46.0984911371116,"G-Estimation","linear interactions","test"
0.441333333333333,47.8384873395702,"G-Estimation","linear interactions","test"
0.546666666666667,36.6842920285142,"G-Estimation","linear interactions","test"
0.503733333333333,39.0523716365311,"G-Estimation","linear interactions","test"
0.468,43.2215433906292,"G-Estimation","linear interactions","test"
0.42,49.5304835600665,"G-Estimation","linear interactions","test"
0.458666666666667,43.8668114378479,"G-Estimation","linear interactions","test"
0.453333333333333,44.6621587285263,"G-Estimation","linear interactions","test"
0.489866666666667,40.0041913528319,"G-Estimation","linear interactions","test"
0.510666666666667,38.0695999990018,"G-Estimation","linear interactions","test"
0.4424,47.3574674275243,"G-Estimation","linear interactions","test"
0.495466666666667,40.695367927116,"G-Estimation","linear interactions","test"
0.4888,38.354957360402,"G-Estimation","linear interactions","test"
0.614933333333333,27.9432415751912,"G-Estimation","linear interactions","test"
0.4832,43.6031032180352,"G-Estimation","linear interactions","test"
0.431733333333333,45.7827150470294,"G-Estimation","linear interactions","test"
0.4792,41.7904339393371,"G-Estimation","linear interactions","test"
0.489866666666667,43.8825973066441,"G-Estimation","linear interactions","test"
0.489066666666667,44.4077771004627,"G-Estimation","linear interactions","test"
0.5168,42.0168268778416,"G-Estimation","linear interactions","test"
0.544,37.8351969090571,"G-Estimation","linear interactions","test"
0.8432,4.1033563294439,"CART","linear interactions","test"
0.8512,2.64700003760115,"CART","linear interactions","test"
0.8368,3.52077360592852,"CART","linear interactions","test"
0.8136,4.23018853031164,"CART","linear interactions","test"
0.854933333333333,2.67123816657071,"CART","linear interactions","test"
0.818133333333333,4.70110760308072,"CART","linear interactions","test"
0.8568,3.04530536671759,"CART","linear interactions","test"
0.827733333333333,3.7813388066057,"CART","linear interactions","test"
0.856,2.96600748435402,"CART","linear interactions","test"
0.86,2.28043216295018,"CART","linear interactions","test"
0.816,3.44799161463984,"CART","linear interactions","test"
0.863466666666667,3.1056875444617,"CART","linear interactions","test"
0.8288,3.15023889875306,"CART","linear interactions","test"
0.838133333333333,3.25876357131846,"CART","linear interactions","test"
0.806133333333333,5.7672391233263,"CART","linear interactions","test"
0.805866666666667,4.0321835801403,"CART","linear interactions","test"
0.8504,2.54415453989725,"CART","linear interactions","test"
0.869333333333333,2.72185160855653,"CART","linear interactions","test"
0.846666666666667,2.59970633781137,"CART","linear interactions","test"
0.854933333333333,3.30454914876828,"CART","linear interactions","test"
0.8464,2.9900602344894,"CART","linear interactions","test"
0.822666666666667,5.31109579710819,"CART","linear interactions","test"
0.849866666666667,3.73729902485517,"CART","linear interactions","test"
0.8408,3.59900572112842,"CART","linear interactions","test"
0.8192,4.7926407214199,"CART","linear interactions","test"
0.856,2.40309353295062,"CART","linear interactions","test"
0.845066666666667,3.58509647517236,"CART","linear interactions","test"
0.833866666666667,3.30321538557387,"CART","linear interactions","test"
0.827733333333333,4.50862630212736,"CART","linear interactions","test"
0.8352,4.82038242242242,"CART","linear interactions","test"
0.847733333333333,3.18784913379112,"CART","linear interactions","test"
0.837066666666667,2.89039223341369,"CART","linear interactions","test"
0.845066666666667,2.45403070173966,"CART","linear interactions","test"
0.860266666666667,3.036973546116,"CART","linear interactions","test"
0.842933333333333,2.85268978844052,"CART","linear interactions","test"
0.8296,3.74752911274786,"CART","linear interactions","test"
0.865866666666667,3.21617996970357,"CART","linear interactions","test"
0.825866666666667,4.20235736152271,"CART","linear interactions","test"
0.861066666666667,2.7109997377503,"CART","linear interactions","test"
0.853066666666667,3.14311668643155,"CART","linear interactions","test"
0.8448,3.14150168338942,"CART","linear interactions","test"
0.826933333333333,2.93194844157148,"CART","linear interactions","test"
0.812266666666667,4.26720821143164,"CART","linear interactions","test"
0.822666666666667,4.06008713665357,"CART","linear interactions","test"
0.849866666666667,3.2523146293691,"CART","linear interactions","test"
0.866133333333333,2.16024537658807,"CART","linear interactions","test"
0.8552,4.3163089000076,"CART","linear interactions","test"
0.832,3.36447948888904,"CART","linear interactions","test"
0.8136,5.33682511324302,"CART","linear interactions","test"
0.857333333333333,2.87814031602987,"CART","linear interactions","test"
0.843733333333333,4.13060123721085,"CART","linear interactions","test"
0.836,4.12454540737083,"CART","linear interactions","test"
0.854666666666667,2.89379497079743,"CART","linear interactions","test"
0.833066666666667,4.12881003996073,"CART","linear interactions","test"
0.838666666666667,3.45255028528985,"CART","linear interactions","test"
0.843466666666667,3.32162171235484,"CART","linear interactions","test"
0.825066666666667,4.69455531157566,"CART","linear interactions","test"
0.8088,4.97661823390884,"CART","linear interactions","test"
0.835733333333333,2.84930972572601,"CART","linear interactions","test"
0.861066666666667,2.54128555174237,"CART","linear interactions","test"
0.854133333333333,2.78832714119667,"CART","linear interactions","test"
0.791733333333333,5.81864808492426,"CART","linear interactions","test"
0.796,6.11699067728888,"CART","linear interactions","test"
0.853866666666667,2.27607282936227,"CART","linear interactions","test"
0.801866666666667,5.56466230536439,"CART","linear interactions","test"
0.852,3.11257843377232,"CART","linear interactions","test"
0.874933333333333,2.43889693335309,"CART","linear interactions","test"
0.88,2.47820597098767,"CART","linear interactions","test"
0.855733333333333,2.42435340950024,"CART","linear interactions","test"
0.8352,3.06939116515591,"CART","linear interactions","test"
0.8648,2.7956906490482,"CART","linear interactions","test"
0.825333333333333,3.90418756685896,"CART","linear interactions","test"
0.844533333333333,3.45677228150419,"CART","linear interactions","test"
0.837066666666667,3.3693736957851,"CART","linear interactions","test"
0.8184,4.15871119319372,"CART","linear interactions","test"
0.8408,2.89151264252829,"CART","linear interactions","test"
0.874133333333333,1.93401921543219,"CART","linear interactions","test"
0.866933333333333,1.90971742458064,"CART","linear interactions","test"
0.831733333333333,3.85226932429793,"CART","linear interactions","test"
0.858933333333333,2.28096200685244,"CART","linear interactions","test"
0.865866666666667,2.45670418671375,"CART","linear interactions","test"
0.8144,4.3454846926501,"CART","linear interactions","test"
0.875733333333333,3.03725037287791,"CART","linear interactions","test"
0.844266666666667,4.05392265354804,"CART","linear interactions","test"
0.8032,5.03472241741068,"CART","linear interactions","test"
0.829066666666667,4.27880599936822,"CART","linear interactions","test"
0.870133333333333,2.30202365420366,"CART","linear interactions","test"
0.8312,3.32489091014303,"CART","linear interactions","test"
0.8496,5.16112402916344,"CART","linear interactions","test"
0.866933333333333,3.06263581020457,"CART","linear interactions","test"
0.8176,4.5754040937735,"CART","linear interactions","test"
0.812533333333333,5.50342531806873,"CART","linear interactions","test"
0.806933333333333,5.22245419193324,"CART","linear interactions","test"
0.854133333333333,3.12099654833181,"CART","linear interactions","test"
0.82,4.77239541818099,"CART","linear interactions","test"
0.821333333333333,4.24663221247438,"CART","linear interactions","test"
0.8432,3.71844331721472,"CART","linear interactions","test"
0.857333333333333,3.2475569851863,"CART","linear interactions","test"
0.836533333333333,4.0389233335159,"CART","linear interactions","test"
0.806133333333333,5.23277328784394,"CART","linear interactions","test"
0.704266666666667,25.3682281305168,"k-NN Regression","linear interactions","test"
0.716533333333333,25.0031075616859,"k-NN Regression","linear interactions","test"
0.6944,25.8650529975002,"k-NN Regression","linear interactions","test"
0.696266666666667,25.8377125963931,"k-NN Regression","linear interactions","test"
0.699466666666667,25.5542530531594,"k-NN Regression","linear interactions","test"
0.7,25.761502293546,"k-NN Regression","linear interactions","test"
0.708533333333333,25.2764876191865,"k-NN Regression","linear interactions","test"
0.701333333333333,25.087995927513,"k-NN Regression","linear interactions","test"
0.709066666666667,24.1970030267135,"k-NN Regression","linear interactions","test"
0.694666666666667,24.9214848326544,"k-NN Regression","linear interactions","test"
0.698666666666667,26.1831735428829,"k-NN Regression","linear interactions","test"
0.708,26.3541540968407,"k-NN Regression","linear interactions","test"
0.705066666666667,25.8984971691845,"k-NN Regression","linear interactions","test"
0.700533333333333,25.9080323868924,"k-NN Regression","linear interactions","test"
0.7008,25.6432573787005,"k-NN Regression","linear interactions","test"
0.686666666666667,27.465594584675,"k-NN Regression","linear interactions","test"
0.716533333333333,26.1309717421532,"k-NN Regression","linear interactions","test"
0.6896,26.2240580688522,"k-NN Regression","linear interactions","test"
0.6744,28.2600811160526,"k-NN Regression","linear interactions","test"
0.688533333333333,26.3075561069532,"k-NN Regression","linear interactions","test"
0.720533333333333,24.7148172226618,"k-NN Regression","linear interactions","test"
0.701333333333333,26.9159545499497,"k-NN Regression","linear interactions","test"
0.689066666666667,25.3245190370923,"k-NN Regression","linear interactions","test"
0.702933333333333,25.4056005105288,"k-NN Regression","linear interactions","test"
0.6952,26.7926168083581,"k-NN Regression","linear interactions","test"
0.688533333333333,26.6047226466854,"k-NN Regression","linear interactions","test"
0.697333333333333,27.7348818982929,"k-NN Regression","linear interactions","test"
0.7104,25.0876282307858,"k-NN Regression","linear interactions","test"
0.700533333333333,25.816936731967,"k-NN Regression","linear interactions","test"
0.705333333333333,25.1143051075135,"k-NN Regression","linear interactions","test"
0.6736,28.8775523536343,"k-NN Regression","linear interactions","test"
0.681866666666667,28.2523135520209,"k-NN Regression","linear interactions","test"
0.7,24.5969805382259,"k-NN Regression","linear interactions","test"
0.696266666666667,26.4783969116683,"k-NN Regression","linear interactions","test"
0.675733333333333,26.8700487415702,"k-NN Regression","linear interactions","test"
0.694133333333333,25.8196339722954,"k-NN Regression","linear interactions","test"
0.673333333333333,27.7021171481461,"k-NN Regression","linear interactions","test"
0.681066666666667,27.2536034137521,"k-NN Regression","linear interactions","test"
0.706933333333333,24.5700195244988,"k-NN Regression","linear interactions","test"
0.685866666666667,27.1875032659365,"k-NN Regression","linear interactions","test"
0.6912,26.5799320760055,"k-NN Regression","linear interactions","test"
0.7208,22.9333529891831,"k-NN Regression","linear interactions","test"
0.680533333333333,26.1376581908923,"k-NN Regression","linear interactions","test"
0.693066666666667,27.0422220242448,"k-NN Regression","linear interactions","test"
0.688533333333333,25.4931886566519,"k-NN Regression","linear interactions","test"
0.696266666666667,25.8311423328621,"k-NN Regression","linear interactions","test"
0.710933333333333,24.3206098856127,"k-NN Regression","linear interactions","test"
0.704533333333333,25.7842189227396,"k-NN Regression","linear interactions","test"
0.696533333333333,25.0399557070872,"k-NN Regression","linear interactions","test"
0.6672,27.9502635580833,"k-NN Regression","linear interactions","test"
0.690666666666667,27.4964095530883,"k-NN Regression","linear interactions","test"
0.6856,27.1321541354639,"k-NN Regression","linear interactions","test"
0.6944,25.8499461915768,"k-NN Regression","linear interactions","test"
0.687466666666667,26.5920050579704,"k-NN Regression","linear interactions","test"
0.702133333333333,25.4749285354639,"k-NN Regression","linear interactions","test"
0.689066666666667,25.8890888031264,"k-NN Regression","linear interactions","test"
0.6992,25.1013160857954,"k-NN Regression","linear interactions","test"
0.6768,27.9916080074505,"k-NN Regression","linear interactions","test"
0.685866666666667,26.9306634735792,"k-NN Regression","linear interactions","test"
0.670666666666667,28.7978993843821,"k-NN Regression","linear interactions","test"
0.694933333333333,25.3076560940143,"k-NN Regression","linear interactions","test"
0.700533333333333,25.9670906577876,"k-NN Regression","linear interactions","test"
0.694666666666667,25.0300195864919,"k-NN Regression","linear interactions","test"
0.712,25.2019747643498,"k-NN Regression","linear interactions","test"
0.7056,26.5711730148747,"k-NN Regression","linear interactions","test"
0.6656,27.2165478045713,"k-NN Regression","linear interactions","test"
0.680266666666667,26.8308499016327,"k-NN Regression","linear interactions","test"
0.690933333333333,27.1404106880341,"k-NN Regression","linear interactions","test"
0.7208,23.7579457218009,"k-NN Regression","linear interactions","test"
0.6824,27.9997636502277,"k-NN Regression","linear interactions","test"
0.6864,27.075965662324,"k-NN Regression","linear interactions","test"
0.692533333333333,27.7233382022848,"k-NN Regression","linear interactions","test"
0.705066666666667,24.8058055981719,"k-NN Regression","linear interactions","test"
0.7224,24.2676985476399,"k-NN Regression","linear interactions","test"
0.700266666666667,25.1360980505799,"k-NN Regression","linear interactions","test"
0.704,24.2949740807691,"k-NN Regression","linear interactions","test"
0.692,26.8884170634647,"k-NN Regression","linear interactions","test"
0.678933333333333,27.8687968953971,"k-NN Regression","linear interactions","test"
0.707733333333333,24.5551523114666,"k-NN Regression","linear interactions","test"
0.685866666666667,26.7220266163433,"k-NN Regression","linear interactions","test"
0.713866666666667,25.2619260565128,"k-NN Regression","linear interactions","test"
0.696,27.0701303942295,"k-NN Regression","linear interactions","test"
0.707733333333333,25.0555052338867,"k-NN Regression","linear interactions","test"
0.694933333333333,25.8319023810043,"k-NN Regression","linear interactions","test"
0.703733333333333,25.1537199857278,"k-NN Regression","linear interactions","test"
0.6976,26.6058229978552,"k-NN Regression","linear interactions","test"
0.686133333333333,27.1216900145016,"k-NN Regression","linear interactions","test"
0.696533333333333,25.0754728526212,"k-NN Regression","linear interactions","test"
0.6888,26.7589268514169,"k-NN Regression","linear interactions","test"
0.712533333333333,23.4276686355834,"k-NN Regression","linear interactions","test"
0.703466666666667,26.1376226794421,"k-NN Regression","linear interactions","test"
0.6848,27.2464537996425,"k-NN Regression","linear interactions","test"
0.679466666666667,27.9837603906809,"k-NN Regression","linear interactions","test"
0.706133333333333,24.4701820480373,"k-NN Regression","linear interactions","test"
